StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q5,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q9,Q10
2026-02-03 10:23:17,2026-02-03 10:23:17,IP Address,,100,581,True,2026-02-03 10:23:17,R_E_0029,,,,,,,anonymous,EN,Nonbinary,Psychology,7.7,1.55,63.1,74.2,4,4,4,4,3,4,Pass,487.5
2026-02-04 11:30:30,2026-02-04 11:30:30,IP Address,,100,127,True,2026-02-04 11:30:30,R_E_0030,,,,,,,anonymous,EN,Female,Psychology,14.67,1.64,36.9,61.3,3,5,4,3,4,3,Pass,880.3
2026-02-05 12:37:43,2026-02-05 12:37:43,IP Address,,100,794,True,2026-02-05 12:37:43,R_E_0031,,,,,,,anonymous,EN,Male,Education,7.58,1.74,63.0,67.2,3,1,2,2,3,3,Pass,458.2
2026-02-06 13:44:56,2026-02-06 13:44:56,IP Address,,100,690,True,2026-02-06 13:44:56,R_E_0032,,,,,,,anonymous,EN,Female,Education,12.2,,92.7,84.0,3,3,5,3,3,3,Pass,720.8
2026-02-07 14:51:09,2026-02-07 14:51:09,IP Address,,100,341,True,2026-02-07 14:51:09,R_E_0033,,,,,,,anonymous,EN,Female,Psychology,5.1,1.97,46.5,47.5,3,2,3,2,3,3,Fail,309.3
2026-02-08 15:58:22,2026-02-08 15:58:22,IP Address,,100,184,True,2026-02-08 15:58:22,R_E_0034,,,,,,,anonymous,EN,Female,Business,12.75,1.0,60.7,72.0,,3,3,2,2,3,Pass,773.3
2026-02-09 16:05:35,2026-02-09 16:05:35,IP Address,,100,91,True,2026-02-09 16:05:35,R_E_0035,,,,,,,anonymous,EN,Male,Education,6.23,1.82,54.5,57.8,3,3,3,3,4,5,Fail,365.6
2026-02-10 08:12:48,2026-02-10 08:12:48,IP Address,,100,705,True,2026-02-10 08:12:48,R_E_0036,,,,,,,anonymous,EN,Nonbinary,Education,8.5,2.64,57.5,64.2,3,3,2,2,2,2,Pass,512.1
2026-02-11 09:19:01,2026-02-11 09:19:01,IP Address,,100,807,True,2026-02-11 09:19:01,R_E_0037,,,,,,,anonymous,EN,Male,Education,4.78,1.84,71.2,62.8,3,3,5,4,4,3,Pass,285.3
2026-02-12 10:26:14,2026-02-12 10:26:14,IP Address,,100,281,True,2026-02-12 10:26:14,R_E_0038,,,,,,,anonymous,EN,Male,Education,12.69,1.99,61.5,73.2,4,4,3,2,4,3,Pass,742.5
2026-02-13 11:33:27,2026-02-13 11:33:27,IP Address,,100,401,True,2026-02-13 11:33:27,R_E_0039,,,,,,,anonymous,EN,Male,Business,4.85,2.21,74.5,57.0,2,4,2,2,2,3,Fail,274.2
2026-02-14 12:40:40,2026-02-14 12:40:40,IP Address,,100,616,True,2026-02-14 12:40:40,R_E_0040,,,,,,,anonymous,EN,Female,Education,13.47,2.33,64.6,84.2,2,2,2,1,2,2,Pass,843.9
2026-02-15 13:47:53,2026-02-15 13:47:53,IP Address,,100,339,True,2026-02-15 13:47:53,R_E_0041,,,,,,,anonymous,EN,Female,Business,4.09,1.79,58.9,72.5,2,2,3,2,3,3,Pass,260.5
2026-02-16 14:54:06,2026-02-16 14:54:06,IP Address,,100,346,True,2026-02-16 14:54:06,R_E_0042,,,,,,,anonymous,EN,Female,Business,9.97,2.03,55.9,84.9,4,3,3,2,2,2,Pass,577.6
2026-02-17 15:01:19,2026-02-17 15:01:19,IP Address,,100,517,True,2026-02-17 15:01:19,R_E_0043,,,,,,,anonymous,EN,Female,Psychology,3.84,1.66,77.5,62.1,3,2,3,2,4,3,Pass,233.5
2026-02-18 16:08:32,2026-02-18 16:08:32,IP Address,,100,560,True,2026-02-18 16:08:32,R_E_0044,,,,,,,anonymous,EN,Female,Education,8.94,1.9,68.9,60.9,3,2,2,3,3,3,Pass,546.7
2026-02-19 08:15:45,2026-02-19 08:15:45,IP Address,,100,75,True,2026-02-19 08:15:45,R_E_0045,,,,,,,anonymous,EN,Male,Education,9.05,1.46,47.0,48.4,3,3,3,3,2,3,Fail,543.2
2026-02-20 09:22:58,2026-02-20 09:22:58,IP Address,,100,348,True,2026-02-20 09:22:58,R_E_0046,,,,,,,anonymous,EN,Male,Business,6.36,2.35,63.7,67.9,3,4,2,3,3,3,Pass,387.3
2026-02-21 10:29:11,2026-02-21 10:29:11,IP Address,,100,577,True,2026-02-21 10:29:11,R_E_0047,,,,,,,anonymous,EN,Male,Psychology,1.27,1.03,60.9,55.7,4,4,4,4,4,3,Fail,90.8
2026-02-22 11:36:24,2026-02-22 11:36:24,IP Address,,100,762,True,2026-02-22 11:36:24,R_E_0048,,,,,,,anonymous,EN,Male,Business,3.21,2.07,56.1,55.6,2,3,3,2,2,2,Fail,198.6
2026-02-23 12:43:37,2026-02-23 12:43:37,IP Address,,100,228,True,2026-02-23 12:43:37,R_E_0049,,,,,,,anonymous,EN,Female,Psychology,9.08,2.08,81.6,80.0,3,2,3,3,3,3,Pass,538.1
2026-02-24 13:50:50,2026-02-24 13:50:50,IP Address,,100,774,True,2026-02-24 13:50:50,R_E_0050,,,,,,,anonymous,EN,Female,Psychology,4.91,1.84,69.0,78.2,3,2,2,3,2,2,Pass,296.5
2026-02-25 14:57:03,2026-02-25 14:57:03,IP Address,,100,91,True,2026-02-25 14:57:03,R_E_0051,,,,,,,anonymous,EN,Female,Business,9.42,2.76,88.7,91.5,3,3,2,3,3,3,Pass,574.1
2026-02-26 15:04:16,2026-02-26 15:04:16,IP Address,,100,749,True,2026-02-26 15:04:16,R_E_0052,,,,,,,anonymous,EN,Male,Education,12.2,2.32,61.4,76.1,2,2,2,3,3,2,Pass,708.3
2026-02-27 16:11:29,2026-02-27 16:11:29,IP Address,,100,572,True,2026-02-27 16:11:29,R_E_0053,,,,,,,anonymous,EN,Male,Psychology,2.7,1.22,59.5,79.2,3,4,5,4,3,4,Pass,156.8
2026-02-01 08:18:42,2026-02-01 08:18:42,IP Address,,100,312,True,2026-02-01 08:18:42,R_E_0054,,,,,,,anonymous,EN,Male,Business,10.21,2.05,67.0,60.0,,3,1,3,3,2,Fail,616.0
2026-02-02 09:25:55,2026-02-02 09:25:55,IP Address,,100,612,True,2026-02-02 09:25:55,R_E_0055,,,,,,,anonymous,EN,Female,Education,10.44,2.24,80.5,66.9,3,4,4,4,4,4,Pass,645.3
2026-02-03 10:32:08,2026-02-03 10:32:08,IP Address,,100,883,True,2026-02-03 10:32:08,R_E_0056,,,,,,,anonymous,EN,Female,Psychology,4.9,1.93,63.9,65.2,3,4,4,,4,3,Pass,294.1
2026-02-04 11:39:21,2026-02-04 11:39:21,IP Address,,100,569,True,2026-02-04 11:39:21,R_E_0057,,,,,,,anonymous,EN,Female,Education,11.85,2.26,68.6,83.3,2,2,2,2,3,2,Pass,715.0
2026-02-05 12:46:34,2026-02-05 12:46:34,IP Address,,100,804,True,2026-02-05 12:46:34,R_E_0058,,,,,,,anonymous,EN,Male,Psychology,15.43,2.43,75.5,100.0,2,2,3,2,3,2,Pass,925.4
2026-02-06 13:53:47,2026-02-06 13:53:47,IP Address,,100,896,True,2026-02-06 13:53:47,R_E_0059,,,,,,,anonymous,EN,Female,Psychology,13.14,1.98,58.7,67.0,1,3,1,2,2,3,Pass,806.2
2026-02-07 14:00:00,2026-02-07 14:00:00,IP Address,,100,146,True,2026-02-07 14:00:00,R_E_0060,,,,,,,anonymous,EN,Female,Psychology,13.83,1.21,42.8,73.8,3,3,3,,3,3,Pass,835.3
2026-02-08 15:07:13,2026-02-08 15:07:13,IP Address,,100,676,True,2026-02-08 15:07:13,R_E_0061,,,,,,,anonymous,EN,Female,Education,7.17,2.08,65.6,70.1,2,2,2,3,2,2,Pass,437.8
2026-02-09 16:14:26,2026-02-09 16:14:26,IP Address,,100,431,True,2026-02-09 16:14:26,R_E_0062,,,,,,,anonymous,EN,Female,Psychology,4.56,2.45,70.7,63.6,1,2,2,,2,2,Pass,294.8
2026-02-10 08:21:39,2026-02-10 08:21:39,IP Address,,100,721,True,2026-02-10 08:21:39,R_E_0063,,,,,,,anonymous,EN,Male,Education,1.95,2.63,86.7,56.9,4,2,3,2,3,3,Fail,99.1
2026-02-11 09:28:52,2026-02-11 09:28:52,IP Address,,100,784,True,2026-02-11 09:28:52,R_E_0064,,,,,,,anonymous,EN,Female,Education,6.92,2.99,87.3,72.2,4,5,4,5,5,4,Pass,426.2
2026-02-12 10:35:05,2026-02-12 10:35:05,IP Address,,100,857,True,2026-02-12 10:35:05,R_E_0065,,,,,,,anonymous,EN,Female,Psychology,6.6,1.74,76.7,69.3,3,2,3,2,3,2,Pass,380.9
2026-02-13 11:42:18,2026-02-13 11:42:18,IP Address,,100,486,True,2026-02-13 11:42:18,R_E_0066,,,,,,,anonymous,EN,Female,Psychology,10.29,2.33,65.3,61.5,3,4,2,2,3,3,Pass,609.5
2026-02-14 12:49:31,2026-02-14 12:49:31,IP Address,,100,134,True,2026-02-14 12:49:31,R_E_0067,,,,,,,anonymous,EN,Female,Psychology,13.53,2.79,72.3,74.8,5,3,4,4,4,,Pass,808.0
2026-02-15 13:56:44,2026-02-15 13:56:44,IP Address,,100,358,True,2026-02-15 13:56:44,R_E_0068,,,,,,,anonymous,EN,Male,Business,4.41,2.21,59.6,44.6,3,3,4,3,3,3,Fail,267.5
2026-02-16 14:03:57,2026-02-16 14:03:57,IP Address,,100,874,True,2026-02-16 14:03:57,R_E_0069,,,,,,,anonymous,EN,Female,Education,2.86,0.97,34.1,42.8,3,2,2,2,3,2,Fail,163.1
2026-02-17 15:10:10,2026-02-17 15:10:10,IP Address,,100,512,True,2026-02-17 15:10:10,R_E_0070,,,,,,,anonymous,EN,Male,Psychology,0.65,2.12,72.1,59.9,3,3,3,3,2,4,Fail,18.8
2026-02-18 16:17:23,2026-02-18 16:17:23,IP Address,,100,542,True,2026-02-18 16:17:23,R_E_0071,,,,,,,anonymous,EN,Female,Psychology,6.29,1.69,69.6,51.9,2,2,2,1,1,3,Fail,377.3
2026-02-19 08:24:36,2026-02-19 08:24:36,IP Address,,100,340,True,2026-02-19 08:24:36,R_E_0072,,,,,,,anonymous,EN,Nonbinary,Business,7.89,1.72,57.5,69.5,3,4,2,3,3,3,Pass,460.2
2026-02-20 09:31:49,2026-02-20 09:31:49,IP Address,,100,402,True,2026-02-20 09:31:49,R_E_0073,,,,,,,anonymous,EN,Male,Business,5.27,2.41,76.6,60.3,3,4,3,4,4,4,Pass,315.0
2026-02-21 10:38:02,2026-02-21 10:38:02,IP Address,,100,153,True,2026-02-21 10:38:02,R_E_0074,,,,,,,anonymous,EN,Male,Psychology,8.19,1.47,73.1,74.2,4,3,4,4,4,4,Pass,511.0
2026-02-22 11:45:15,2026-02-22 11:45:15,IP Address,,100,368,True,2026-02-22 11:45:15,R_E_0075,,,,,,,anonymous,EN,Female,Business,6.65,2.24,54.9,54.9,4,4,3,3,4,5,Fail,402.3
2026-02-23 12:52:28,2026-02-23 12:52:28,IP Address,,100,810,True,2026-02-23 12:52:28,R_E_0076,,,,,,,anonymous,EN,Female,Psychology,10.73,2.65,92.3,94.7,4,,3,3,3,4,Pass,664.1
2026-02-24 13:59:41,2026-02-24 13:59:41,IP Address,,100,715,True,2026-02-24 13:59:41,R_E_0077,,,,,,,anonymous,EN,Male,Psychology,12.57,2.38,61.4,75.4,3,3,3,4,,3,Pass,759.5
2026-02-25 14:06:54,2026-02-25 14:06:54,IP Address,,100,320,True,2026-02-25 14:06:54,R_E_0078,,,,,,,anonymous,EN,Male,Education,7.87,2.04,83.3,68.8,2,1,,2,1,3,Pass,478.9
2026-02-26 15:13:07,2026-02-26 15:13:07,IP Address,,100,896,True,2026-02-26 15:13:07,R_E_0079,,,,,,,anonymous,EN,Female,Education,7.49,,63.1,69.7,4,2,2,4,2,1,Pass,458.8
2026-02-27 16:20:20,2026-02-27 16:20:20,IP Address,,100,267,True,2026-02-27 16:20:20,R_E_0080,,,,,,,anonymous,EN,Female,Education,3.47,1.97,52.9,43.3,4,3,3,4,3,3,Fail,223.8
2026-02-01 08:27:33,2026-02-01 08:27:33,IP Address,,100,265,True,2026-02-01 08:27:33,R_E_0081,,,,,,,anonymous,EN,Male,Psychology,4.55,1.46,40.9,64.0,2,3,3,,3,3,Pass,261.9
2026-02-02 09:34:46,2026-02-02 09:34:46,IP Address,,100,662,True,2026-02-02 09:34:46,R_E_0082,,,,,,,anonymous,EN,Male,Education,7.9,,51.1,45.3,4,3,3,3,4,3,Fail,467.7
2026-02-03 10:41:59,2026-02-03 10:41:59,IP Address,,100,223,True,2026-02-03 10:41:59,R_E_0083,,,,,,,anonymous,EN,Male,Business,2.97,2.28,65.8,52.6,5,5,5,4,5,5,Fail,160.5
2026-02-04 11:48:12,2026-02-04 11:48:12,IP Address,,100,161,True,2026-02-04 11:48:12,R_E_0084,,,,,,,anonymous,EN,Male,Business,7.23,1.51,60.7,49.3,3,3,4,4,4,4,Fail,412.8
2026-02-05 12:55:25,2026-02-05 12:55:25,IP Address,,100,895,True,2026-02-05 12:55:25,R_E_0085,,,,,,,anonymous,EN,Female,Business,7.35,1.66,86.2,74.3,3,4,4,4,3,3,Pass,438.1
2026-02-06 13:02:38,2026-02-06 13:02:38,IP Address,,100,135,True,2026-02-06 13:02:38,R_E_0086,,,,,,,anonymous,EN,Male,Business,7.8,2.78,62.4,84.6,2,3,2,1,2,2,Pass,456.5
2026-02-07 14:09:51,2026-02-07 14:09:51,IP Address,,100,453,True,2026-02-07 14:09:51,R_E_0087,,,,,,,anonymous,EN,Male,Education,6.67,1.39,60.0,71.5,2,2,3,2,1,1,Pass,399.0
2026-02-08 15:16:04,2026-02-08 15:16:04,IP Address,,100,234,True,2026-02-08 15:16:04,R_E_0088,,,,,,,anonymous,EN,Female,Education,8.86,2.31,71.3,57.7,3,3,1,3,2,3,Fail,528.9
2026-02-09 16:23:17,2026-02-09 16:23:17,IP Address,,100,407,True,2026-02-09 16:23:17,R_E_0089,,,,,,,anonymous,EN,Male,Education,9.79,1.71,65.8,54.1,4,3,4,4,,4,Fail,593.6
2026-02-10 08:30:30,2026-02-10 08:30:30,IP Address,,100,270,True,2026-02-10 08:30:30,R_E_0090,,,,,,,anonymous,EN,Female,Education,11.94,1.86,50.5,74.9,3,3,3,2,2,3,Pass,722.9
2026-02-11 09:37:43,2026-02-11 09:37:43,IP Address,,100,723,True,2026-02-11 09:37:43,R_E_0091,,,,,,,anonymous,EN,Male,Psychology,6.15,2.78,74.1,89.2,1,1,1,1,1,2,Pass,371.2
2026-02-12 10:44:56,2026-02-12 10:44:56,IP Address,,100,295,True,2026-02-12 10:44:56,R_E_0092,,,,,,,anonymous,EN,Male,Business,7.91,2.31,74.4,78.4,3,3,2,4,4,4,Pass,490.0
2026-02-13 11:51:09,2026-02-13 11:51:09,IP Address,,100,647,True,2026-02-13 11:51:09,R_E_0093,,,,,,,anonymous,EN,Male,Education,8.96,2.17,53.9,67.0,3,3,3,2,3,3,Pass,547.9
2026-02-14 12:58:22,2026-02-14 12:58:22,IP Address,,100,403,True,2026-02-14 12:58:22,R_E_0094,,,,,,,anonymous,EN,Female,Education,4.82,2.55,77.4,53.6,3,3,3,2,3,3,Fail,290.2
2026-02-15 13:05:35,2026-02-15 13:05:35,IP Address,,100,260,True,2026-02-15 13:05:35,R_E_0095,,,,,,,anonymous,EN,Male,Education,7.98,1.53,54.4,59.1,4,3,4,4,3,5,Fail,477.2
2026-02-16 14:12:48,2026-02-16 14:12:48,IP Address,,100,146,True,2026-02-16 14:12:48,R_E_0096,,,,,,,anonymous,EN,Female,Business,9.55,1.95,80.9,65.8,3,3,1,2,2,2,Pass,563.8
2026-02-17 15:19:01,2026-02-17 15:19:01,IP Address,,100,491,True,2026-02-17 15:19:01,R_E_0097,,,,,,,anonymous,EN,Male,Education,9.68,2.68,79.7,67.2,2,3,3,3,3,4,Pass,577.3
2026-02-18 16:26:14,2026-02-18 16:26:14,IP Address,,100,467,True,2026-02-18 16:26:14,R_E_0098,,,,,,,anonymous,EN,Female,Education,7.05,2.31,67.2,65.7,2,4,,4,3,3,Pass,425.1
2026-02-19 08:33:27,2026-02-19 08:33:27,IP Address,,100,231,True,2026-02-19 08:33:27,R_E_0099,,,,,,,anonymous,EN,Male,Psychology,10.02,1.8,74.3,82.5,3,4,4,2,4,4,Pass,605.9
2026-02-20 09:40:40,2026-02-20 09:40:40,IP Address,,100,195,True,2026-02-20 09:40:40,R_E_0100,,,,,,,anonymous,EN,Female,Business,13.41,1.88,73.7,70.9,2,2,3,2,3,2,Pass,788.8
2026-02-21 10:47:53,2026-02-21 10:47:53,IP Address,,100,116,True,2026-02-21 10:47:53,R_E_0101,,,,,,,anonymous,EN,Male,Education,5.94,1.58,57.0,68.3,,3,3,3,3,2,Pass,360.0
2026-02-22 11:54:06,2026-02-22 11:54:06,IP Address,,100,510,True,2026-02-22 11:54:06,R_E_0102,,,,,,,anonymous,EN,Female,Education,12.77,1.66,70.5,77.3,,3,4,3,3,3,Pass,770.1
2026-02-23 12:01:19,2026-02-23 12:01:19,IP Address,,100,166,True,2026-02-23 12:01:19,R_E_0103,,,,,,,anonymous,EN,Female,Business,8.21,1.73,69.7,72.1,3,2,1,2,1,2,Pass,481.9
2026-02-24 13:08:32,2026-02-24 13:08:32,IP Address,,100,326,True,2026-02-24 13:08:32,R_E_0104,,,,,,,anonymous,EN,Female,Psychology,8.77,2.36,59.5,72.6,4,4,4,4,4,5,Pass,512.5
2026-02-25 14:15:45,2026-02-25 14:15:45,IP Address,,100,576,True,2026-02-25 14:15:45,R_E_0105,,,,,,,anonymous,EN,Female,Education,10.26,2.03,36.6,53.7,3,1,3,2,3,2,Fail,617.8
2026-02-26 15:22:58,2026-02-26 15:22:58,IP Address,,100,139,True,2026-02-26 15:22:58,R_E_0106,,,,,,,anonymous,EN,Female,Psychology,6.16,1.95,49.5,53.8,3,2,3,3,3,4,Fail,360.4
2026-02-27 16:29:11,2026-02-27 16:29:11,IP Address,,100,876,True,2026-02-27 16:29:11,R_E_0107,,,,,,,anonymous,EN,Female,Education,9.24,1.9,42.4,53.9,3,3,4,4,3,3,Fail,546.1
2026-02-01 08:36:24,2026-02-01 08:36:24,IP Address,,100,337,True,2026-02-01 08:36:24,R_E_0108,,,,,,,anonymous,EN,Male,Education,13.66,2.51,75.9,72.1,3,3,4,4,4,5,Pass,828.8
2026-02-02 09:43:37,2026-02-02 09:43:37,IP Address,,100,306,True,2026-02-02 09:43:37,R_E_0109,,,,,,,anonymous,EN,Male,Education,10.13,2.1,94.0,72.0,1,2,2,1,1,,Pass,633.1
2026-02-03 10:50:50,2026-02-03 10:50:50,IP Address,,100,353,True,2026-02-03 10:50:50,R_E_0110,,,,,,,anonymous,EN,Female,Psychology,5.51,2.07,56.7,53.3,5,3,3,4,4,4,Fail,326.2
