StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q4_18,Q4_19,Q4_20,SC0
2026-02-26 15:34:46,2026-02-26 15:34:46,IP Address,,100,602,True,2026-02-26 15:34:46,R_B_FU_0322,,,,,,,anonymous,EN,Intervention B,B,D,D,C,A,A,C,C,A,D,B,B,A,C,C,B,B,B,B,B,10
2026-02-19 08:45:15,2026-02-19 08:45:15,IP Address,,100,74,True,2026-02-19 08:45:15,R_B_FU_0315,,,,,,,anonymous,EN,Intervention A,D,A,D,D,B,A,C,D,B,B,D,B,D,A,A,B,A,C,B,D,9
2026-02-10 08:51:09,2026-02-10 08:51:09,IP Address,,100,852,True,2026-02-10 08:51:09,R_B_FU_0333,,,,,,,anonymous,EN,Intervention B,B,D,D,D,B,D,B,C,B,A,C,D,B,C,C,C,A,B,B,D,11
2026-02-03 10:02:38,2026-02-03 10:02:38,IP Address,,100,686,True,2026-02-03 10:02:38,R_B_FU_0326,,,,,,,anonymous,EN,Intervention B,D,A,D,B,B,A,A,C,B,C,A,B,C,C,C,C,B,B,B,C,12
2026-02-09 16:35:05,2026-02-09 16:35:05,IP Address,,100,154,True,2026-02-09 16:35:05,R_B_FU_0305,,,,,,,anonymous,EN,Intervention A,D,C,D,B,B,A,B,C,A,C,C,D,A,B,C,A,A,D,B,C,12
2026-02-03 10:53:47,2026-02-03 10:53:47,IP Address,,100,250,True,2026-02-03 10:53:47,R_B_FU_0299,,,,,,,anonymous,EN,Intervention A,D,D,D,B,B,A,C,C,B,A,A,D,A,B,C,C,D,B,B,B,13
2026-02-13 11:54:06,2026-02-13 11:54:06,IP Address,,100,144,True,2026-02-13 11:54:06,R_B_FU_0282,,,,,,,anonymous,EN,Control,A,B,D,A,B,D,C,D,B,C,B,C,A,C,C,A,B,C,A,B,7
2026-02-23 12:22:58,2026-02-23 12:22:58,IP Address,,100,890,True,2026-02-23 12:22:58,R_B_FU_0346,,,,,,,anonymous,EN,Intervention B,D,A,D,B,B,D,B,C,B,C,B,B,B,A,C,B,B,B,B,B,12
2026-02-07 14:21:39,2026-02-07 14:21:39,IP Address,,100,813,True,2026-02-07 14:21:39,R_B_FU_0303,,,,,,,anonymous,EN,Intervention A,A,D,A,D,D,D,C,C,B,B,C,B,A,B,C,D,B,C,A,C,10
2026-02-16 14:24:36,2026-02-16 14:24:36,IP Address,,100,617,True,2026-02-16 14:24:36,R_B_FU_0312,,,,,,,anonymous,EN,Intervention A,A,C,D,D,B,D,B,C,B,D,C,D,A,B,C,A,B,C,B,B,14
2026-02-18 16:47:53,2026-02-18 16:47:53,IP Address,,100,72,True,2026-02-18 16:47:53,R_B_FU_0341,,,,,,,anonymous,EN,Intervention B,C,B,D,D,C,A,B,C,B,B,C,D,C,B,C,B,A,B,B,D,12
2026-02-01 08:57:03,2026-02-01 08:57:03,IP Address,,100,828,True,2026-02-01 08:57:03,R_B_FU_0351,,,,,,,anonymous,EN,Intervention B,D,C,D,D,B,C,B,C,B,B,C,C,A,D,C,C,B,B,B,B,17
2026-02-22 11:48:12,2026-02-22 11:48:12,IP Address,,100,443,True,2026-02-22 11:48:12,R_B_FU_0264,,,,,,,anonymous,EN,Control,D,D,D,A,D,D,B,D,A,B,C,A,D,A,C,C,B,B,B,D,10
2026-02-14 12:10:10,2026-02-14 12:10:10,IP Address,,100,885,True,2026-02-14 12:10:10,R_B_FU_0310,,,,,,,anonymous,EN,Intervention A,A,C,D,D,B,D,B,C,D,D,C,D,A,B,C,B,D,D,C,C,10
2026-02-05 12:16:04,2026-02-05 12:16:04,IP Address,,100,251,True,2026-02-05 12:16:04,R_B_FU_0328,,,,,,,anonymous,EN,Intervention B,B,D,A,A,B,A,B,D,B,B,C,D,A,A,D,B,D,A,B,B,9
2026-02-02 09:46:34,2026-02-02 09:46:34,IP Address,,100,161,True,2026-02-02 09:46:34,R_B_FU_0298,,,,,,,anonymous,EN,Intervention A,A,B,D,A,A,A,C,B,B,D,A,D,C,B,C,A,C,D,C,C,5
2026-02-06 13:14:26,2026-02-06 13:14:26,IP Address,,100,623,True,2026-02-06 13:14:26,R_B_FU_0302,,,,,,,anonymous,EN,Intervention A,D,A,B,D,C,A,B,C,B,B,C,B,A,D,D,A,B,B,B,A,13
2026-02-02 09:55:25,2026-02-02 09:55:25,IP Address,,100,206,True,2026-02-02 09:55:25,R_B_FU_0325,,,,,,,anonymous,EN,Intervention B,D,A,D,D,D,A,B,C,B,B,C,B,A,B,C,B,B,A,B,B,16
2026-02-23 12:04:16,2026-02-23 12:04:16,IP Address,,100,305,True,2026-02-23 12:04:16,R_B_FU_0292,,,,,,,anonymous,EN,Intervention A,C,C,D,B,B,A,A,C,D,B,C,B,A,D,C,B,A,D,B,D,11
2026-02-26 15:16:04,2026-02-26 15:16:04,IP Address,,100,599,True,2026-02-26 15:16:04,R_B_FU_0268,,,,,,,anonymous,EN,Control,A,C,D,A,B,D,B,C,B,B,C,B,A,B,D,A,C,B,D,A,12
2026-02-14 12:01:19,2026-02-14 12:01:19,IP Address,,100,854,True,2026-02-14 12:01:19,R_B_FU_0283,,,,,,,anonymous,EN,Control,C,B,D,A,B,C,B,C,B,A,C,C,B,D,C,C,C,C,D,B,9
2026-02-25 14:36:24,2026-02-25 14:36:24,IP Address,,100,471,True,2026-02-25 14:36:24,R_B_FU_0348,,,,,,,anonymous,EN,Intervention B,D,C,D,D,B,B,B,C,D,B,C,B,A,B,C,C,B,B,A,A,16
2026-02-27 16:50:50,2026-02-27 16:50:50,IP Address,,100,418,True,2026-02-27 16:50:50,R_B_FU_0350,,,,,,,anonymous,EN,Intervention B,D,C,B,D,B,A,A,C,B,C,C,B,A,B,C,C,B,B,A,B,16
2026-02-15 13:26:14,2026-02-15 13:26:14,IP Address,,100,587,True,2026-02-15 13:26:14,R_B_FU_0338,,,,,,,anonymous,EN,Intervention B,D,A,D,D,B,B,D,C,B,B,A,B,A,A,A,C,B,A,B,D,12
2026-02-16 14:33:27,2026-02-16 14:33:27,IP Address,,100,390,True,2026-02-16 14:33:27,R_B_FU_0339,,,,,,,anonymous,EN,Intervention B,A,A,D,D,D,A,A,D,A,D,C,A,A,B,A,A,B,C,B,C,8
2026-02-12 10:47:53,2026-02-12 10:47:53,IP Address,,100,507,True,2026-02-12 10:47:53,R_B_FU_0281,,,,,,,anonymous,EN,Control,C,C,A,B,C,A,C,B,C,B,C,B,A,A,A,A,A,D,B,D,7
2026-02-07 14:30:30,2026-02-07 14:30:30,IP Address,,100,436,True,2026-02-07 14:30:30,R_B_FU_0330,,,,,,,anonymous,EN,Intervention B,D,C,D,D,B,B,D,C,B,B,A,B,A,B,A,B,C,C,A,B,12
2026-02-10 08:33:27,2026-02-10 08:33:27,IP Address,,100,455,True,2026-02-10 08:33:27,R_B_FU_0279,,,,,,,anonymous,EN,Control,A,A,D,D,B,C,B,C,D,B,D,B,A,B,A,C,B,B,A,B,13
2026-02-16 14:06:54,2026-02-16 14:06:54,IP Address,,100,713,True,2026-02-16 14:06:54,R_B_FU_0258,,,,,,,anonymous,EN,Control,D,D,D,D,B,C,B,D,B,C,B,C,D,B,A,A,A,A,C,D,7
2026-02-01 08:30:30,2026-02-01 08:30:30,IP Address,,100,261,True,2026-02-01 08:30:30,R_B_FU_0270,,,,,,,anonymous,EN,Control,B,B,C,D,A,B,D,B,C,B,B,B,B,B,B,B,B,A,B,D,6
2026-02-20 09:52:28,2026-02-20 09:52:28,IP Address,,100,448,True,2026-02-20 09:52:28,R_B_FU_0316,,,,,,,anonymous,EN,Intervention A,C,C,B,C,B,A,B,C,B,B,C,A,A,B,D,B,B,B,B,D,13
2026-02-16 14:15:45,2026-02-16 14:15:45,IP Address,,100,611,True,2026-02-16 14:15:45,R_B_FU_0285,,,,,,,anonymous,EN,Intervention A,D,D,D,B,D,A,C,C,B,B,C,B,A,B,C,C,A,C,B,D,13
2026-02-22 11:06:54,2026-02-22 11:06:54,IP Address,,100,550,True,2026-02-22 11:06:54,R_B_FU_0318,,,,,,,anonymous,EN,Intervention A,C,C,C,D,B,B,B,B,B,D,C,B,C,B,A,D,B,B,B,D,11
2026-02-20 09:43:37,2026-02-20 09:43:37,IP Address,,100,495,True,2026-02-20 09:43:37,R_B_FU_0289,,,,,,,anonymous,EN,Intervention A,D,A,B,A,B,B,A,D,B,A,C,A,C,B,C,D,B,B,B,B,10
2026-02-13 11:45:15,2026-02-13 11:45:15,IP Address,,100,114,True,2026-02-13 11:45:15,R_B_FU_0255,,,,,,,anonymous,EN,Control,A,C,A,D,B,A,B,B,B,B,C,B,A,B,C,B,D,B,C,C,13
2026-02-17 15:13:07,2026-02-17 15:13:07,IP Address,,100,581,True,2026-02-17 15:13:07,R_B_FU_0259,,,,,,,anonymous,EN,Control,B,A,B,A,D,C,D,C,B,D,C,C,A,A,B,B,C,B,B,A,6
2026-02-18 16:20:20,2026-02-18 16:20:20,IP Address,,100,791,True,2026-02-18 16:20:20,R_B_FU_0260,,,,,,,anonymous,EN,Control,B,C,D,A,C,A,B,C,C,B,C,B,A,B,C,C,B,D,B,B,15
2026-02-04 11:09:51,2026-02-04 11:09:51,IP Address,,100,498,True,2026-02-04 11:09:51,R_B_FU_0327,,,,,,,anonymous,EN,Intervention B,D,C,D,D,B,A,A,C,B,B,C,B,A,A,C,A,B,B,B,B,17
2026-02-23 12:13:07,2026-02-23 12:13:07,IP Address,,100,847,True,2026-02-23 12:13:07,R_B_FU_0319,,,,,,,anonymous,EN,Intervention A,C,A,D,D,A,A,A,B,B,D,A,B,A,D,D,B,D,B,D,A,7
2026-02-26 15:43:37,2026-02-26 15:43:37,IP Address,,100,689,True,2026-02-26 15:43:37,R_B_FU_0349,,,,,,,anonymous,EN,Intervention B,D,C,D,C,B,A,A,C,B,B,C,B,A,B,C,D,D,A,B,A,14
2026-02-21 10:50:50,2026-02-21 10:50:50,IP Address,,100,658,True,2026-02-21 10:50:50,R_B_FU_0290,,,,,,,anonymous,EN,Intervention A,D,A,C,D,B,A,B,B,B,B,C,B,C,B,D,D,B,A,B,C,12
2026-02-21 10:59:41,2026-02-21 10:59:41,IP Address,,100,717,True,2026-02-21 10:59:41,R_B_FU_0317,,,,,,,anonymous,EN,Intervention A,C,A,D,D,A,C,B,C,C,D,A,C,A,A,D,B,C,C,B,A,6
2026-02-25 14:27:33,2026-02-25 14:27:33,IP Address,,100,132,True,2026-02-25 14:27:33,R_B_FU_0321,,,,,,,anonymous,EN,Intervention B,B,D,D,D,B,A,B,C,B,A,C,B,A,A,C,A,C,B,C,B,13
2026-02-18 16:29:11,2026-02-18 16:29:11,IP Address,,100,640,True,2026-02-18 16:29:11,R_B_FU_0287,,,,,,,anonymous,EN,Intervention A,C,B,D,D,D,D,A,B,A,B,C,A,A,B,C,B,B,B,B,A,10
2026-02-10 08:42:18,2026-02-10 08:42:18,IP Address,,100,582,True,2026-02-10 08:42:18,R_B_FU_0306,,,,,,,anonymous,EN,Intervention A,D,C,D,D,D,A,C,C,B,B,C,B,C,B,B,C,B,C,B,C,14
2026-02-19 08:36:24,2026-02-19 08:36:24,IP Address,,100,225,True,2026-02-19 08:36:24,R_B_FU_0288,,,,,,,anonymous,EN,Intervention A,B,B,B,B,A,A,B,C,B,B,C,B,A,B,C,C,D,B,B,A,13
2026-02-15 13:08:32,2026-02-15 13:08:32,IP Address,,100,608,True,2026-02-15 13:08:32,R_B_FU_0284,,,,,,,anonymous,EN,Control,A,D,D,D,B,A,B,D,B,C,B,B,A,B,A,C,A,B,A,D,11
2026-02-07 14:12:48,2026-02-07 14:12:48,IP Address,,100,160,True,2026-02-07 14:12:48,R_B_FU_0276,,,,,,,anonymous,EN,Control,B,A,D,D,B,A,B,C,B,B,D,B,D,B,C,D,B,C,A,C,12
2026-02-17 15:31:49,2026-02-17 15:31:49,IP Address,,100,402,True,2026-02-17 15:31:49,R_B_FU_0313,,,,,,,anonymous,EN,Intervention A,C,C,A,D,C,D,D,A,C,C,D,C,A,A,C,D,B,B,C,D,6
2026-02-25 14:09:51,2026-02-25 14:09:51,IP Address,,100,84,True,2026-02-25 14:09:51,R_B_FU_0267,,,,,,,anonymous,EN,Control,D,C,D,D,B,D,D,C,B,A,A,B,C,B,C,B,B,D,B,A,12
2026-02-27 16:32:08,2026-02-27 16:32:08,IP Address,,100,276,True,2026-02-27 16:32:08,R_B_FU_0296,,,,,,,anonymous,EN,Intervention A,D,C,D,D,B,A,B,C,B,B,C,B,A,A,C,A,B,B,B,A,17
2026-02-17 15:22:58,2026-02-17 15:22:58,IP Address,,100,249,True,2026-02-17 15:22:58,R_B_FU_0286,,,,,,,anonymous,EN,Intervention A,D,A,D,D,B,A,B,C,C,B,C,B,B,B,A,C,B,A,B,D,14
2026-02-02 09:37:43,2026-02-02 09:37:43,IP Address,,100,93,True,2026-02-02 09:37:43,R_B_FU_0271,,,,,,,anonymous,EN,Control,D,C,C,A,D,A,B,C,B,C,D,B,A,C,B,D,A,C,D,A,8
2026-02-21 10:41:59,2026-02-21 10:41:59,IP Address,,100,144,True,2026-02-21 10:41:59,R_B_FU_0263,,,,,,,anonymous,EN,Control,D,A,C,D,B,A,B,B,B,C,D,B,A,A,B,A,B,D,B,D,10
2026-02-27 16:23:17,2026-02-27 16:23:17,IP Address,,100,366,True,2026-02-27 16:23:17,R_B_FU_0269,,,,,,,anonymous,EN,Control,B,B,D,D,B,B,B,D,B,C,C,D,A,D,C,D,D,B,B,B,11
2026-02-19 08:54:06,2026-02-19 08:54:06,IP Address,,100,169,True,2026-02-19 08:54:06,R_B_FU_0342,,,,,,,anonymous,EN,Intervention B,A,C,D,D,B,A,A,C,B,A,D,B,A,C,C,C,B,D,B,B,14
2026-02-06 13:23:17,2026-02-06 13:23:17,IP Address,,100,432,True,2026-02-06 13:23:17,R_B_FU_0329,,,,,,,anonymous,EN,Intervention B,B,C,D,D,A,A,B,A,B,C,C,A,B,B,B,C,A,A,B,B,11
2026-02-14 12:19:01,2026-02-14 12:19:01,IP Address,,100,353,True,2026-02-14 12:19:01,R_B_FU_0337,,,,,,,anonymous,EN,Intervention B,B,D,C,D,B,A,B,C,B,C,C,C,C,B,D,A,B,D,A,C,9
2026-02-24 13:29:11,2026-02-24 13:29:11,IP Address,,100,576,True,2026-02-24 13:29:11,R_B_FU_0347,,,,,,,anonymous,EN,Intervention B,B,C,D,B,D,C,B,C,B,B,C,B,C,D,D,C,B,B,A,C,11
2026-02-05 12:58:22,2026-02-05 12:58:22,IP Address,,100,226,True,2026-02-05 12:58:22,R_B_FU_0274,,,,,,,anonymous,EN,Control,D,C,B,B,C,A,B,C,B,B,C,B,A,A,A,A,B,B,D,D,12
2026-02-08 15:37:43,2026-02-08 15:37:43,IP Address,,100,626,True,2026-02-08 15:37:43,R_B_FU_0331,,,,,,,anonymous,EN,Intervention B,D,C,D,D,B,A,B,A,B,D,A,A,A,B,C,C,B,B,B,A,15
2026-02-15 13:59:41,2026-02-15 13:59:41,IP Address,,100,216,True,2026-02-15 13:59:41,R_B_FU_0257,,,,,,,anonymous,EN,Control,C,D,D,D,C,C,A,D,B,C,D,B,D,A,C,C,C,B,B,C,8
2026-02-14 12:52:28,2026-02-14 12:52:28,IP Address,,100,339,True,2026-02-14 12:52:28,R_B_FU_0256,,,,,,,anonymous,EN,Control,C,C,D,C,B,A,D,C,B,B,C,A,A,B,C,C,D,A,A,B,13
2026-02-15 13:17:23,2026-02-15 13:17:23,IP Address,,100,868,True,2026-02-15 13:17:23,R_B_FU_0311,,,,,,,anonymous,EN,Intervention A,D,C,C,B,C,A,A,C,B,A,C,B,B,D,C,A,B,A,B,D,10
2026-02-11 09:49:31,2026-02-11 09:49:31,IP Address,,100,359,True,2026-02-11 09:49:31,R_B_FU_0307,,,,,,,anonymous,EN,Intervention A,A,A,D,D,B,A,B,C,C,B,D,C,A,B,C,A,B,B,B,A,13
2026-02-18 16:38:02,2026-02-18 16:38:02,IP Address,,100,828,True,2026-02-18 16:38:02,R_B_FU_0314,,,,,,,anonymous,EN,Intervention A,D,B,D,D,B,A,B,D,B,C,C,C,A,A,C,B,B,C,B,B,13
2026-02-11 09:40:40,2026-02-11 09:40:40,IP Address,,100,383,True,2026-02-11 09:40:40,R_B_FU_0280,,,,,,,anonymous,EN,Control,B,C,D,C,A,D,B,B,D,B,A,D,A,B,D,B,B,B,B,C,9
2026-02-24 13:02:38,2026-02-24 13:02:38,IP Address,,100,748,True,2026-02-24 13:02:38,R_B_FU_0266,,,,,,,anonymous,EN,Control,B,C,D,D,B,A,D,B,B,C,C,B,C,A,B,D,B,B,B,B,12
2026-02-05 12:07:13,2026-02-05 12:07:13,IP Address,,100,518,True,2026-02-05 12:07:13,R_B_FU_0301,,,,,,,anonymous,EN,Intervention A,D,C,D,B,B,C,B,B,C,B,B,B,D,B,C,B,C,D,D,A,9
2026-02-02 09:04:16,2026-02-02 09:04:16,IP Address,,100,64,True,2026-02-02 09:04:16,R_B_FU_0352,,,,,,,anonymous,EN,Intervention B,D,C,D,D,C,B,C,A,B,A,C,B,A,A,C,C,D,B,B,B,13
2026-02-03 10:44:56,2026-02-03 10:44:56,IP Address,,100,394,True,2026-02-03 10:44:56,R_B_FU_0272,,,,,,,anonymous,EN,Control,C,D,C,A,B,B,B,D,B,A,D,B,A,B,C,C,A,D,B,B,10
2026-02-23 12:55:25,2026-02-23 12:55:25,IP Address,,100,92,True,2026-02-23 12:55:25,R_B_FU_0265,,,,,,,anonymous,EN,Control,C,D,C,A,B,A,B,C,B,A,D,C,A,B,C,C,C,D,D,B,10
2026-02-13 11:03:57,2026-02-13 11:03:57,IP Address,,100,126,True,2026-02-13 11:03:57,R_B_FU_0309,,,,,,,anonymous,EN,Intervention A,C,C,D,D,B,A,B,B,B,D,C,A,B,B,B,C,D,B,B,B,13
2026-02-01 08:48:12,2026-02-01 08:48:12,IP Address,,100,887,True,2026-02-01 08:48:12,R_B_FU_0324,,,,,,,anonymous,EN,Intervention B,C,C,D,D,B,A,B,B,B,A,A,B,A,B,D,B,B,C,B,B,13
2026-02-24 13:20:20,2026-02-24 13:20:20,IP Address,,100,353,True,2026-02-24 13:20:20,R_B_FU_0320,,,,,,,anonymous,EN,Intervention B,A,C,B,D,D,A,B,C,B,B,B,D,C,D,C,C,B,B,B,C,12
2026-02-11 09:58:22,2026-02-11 09:58:22,IP Address,,100,879,True,2026-02-11 09:58:22,R_B_FU_0334,,,,,,,anonymous,EN,Intervention B,C,C,C,C,B,A,D,A,B,B,B,B,A,D,C,C,A,A,B,D,10
2026-02-09 16:44:56,2026-02-09 16:44:56,IP Address,,100,853,True,2026-02-09 16:44:56,R_B_FU_0332,,,,,,,anonymous,EN,Intervention B,B,C,D,D,B,D,D,A,B,B,C,B,A,B,C,B,D,B,A,B,13
2026-02-22 11:57:03,2026-02-22 11:57:03,IP Address,,100,812,True,2026-02-22 11:57:03,R_B_FU_0291,,,,,,,anonymous,EN,Intervention A,D,C,B,D,B,C,B,C,B,C,C,B,D,A,C,A,B,B,B,B,14
2026-02-25 14:18:42,2026-02-25 14:18:42,IP Address,,100,654,True,2026-02-25 14:18:42,R_B_FU_0294,,,,,,,anonymous,EN,Intervention A,C,C,D,D,B,A,D,C,B,C,C,B,A,B,C,D,A,B,B,D,14
2026-02-01 08:39:21,2026-02-01 08:39:21,IP Address,,100,141,True,2026-02-01 08:39:21,R_B_FU_0297,,,,,,,anonymous,EN,Intervention A,B,C,B,D,D,D,C,C,B,C,C,A,C,D,B,B,A,C,B,B,7
2026-02-09 16:26:14,2026-02-09 16:26:14,IP Address,,100,819,True,2026-02-09 16:26:14,R_B_FU_0278,,,,,,,anonymous,EN,Control,D,B,D,B,B,B,D,B,C,B,A,D,A,B,C,C,B,A,B,B,11
2026-02-12 10:05:35,2026-02-12 10:05:35,IP Address,,100,214,True,2026-02-12 10:05:35,R_B_FU_0335,,,,,,,anonymous,EN,Intervention B,A,C,B,D,D,A,A,A,A,B,C,C,D,B,B,A,B,D,B,C,8
2026-02-04 11:51:09,2026-02-04 11:51:09,IP Address,,100,695,True,2026-02-04 11:51:09,R_B_FU_0273,,,,,,,anonymous,EN,Control,D,C,D,A,C,A,B,C,B,B,C,A,A,C,B,C,B,B,B,B,15
2026-02-20 09:01:19,2026-02-20 09:01:19,IP Address,,100,283,True,2026-02-20 09:01:19,R_B_FU_0343,,,,,,,anonymous,EN,Intervention B,D,D,D,C,D,B,C,A,B,B,D,B,A,A,D,B,B,C,B,C,8
2026-02-24 13:11:29,2026-02-24 13:11:29,IP Address,,100,488,True,2026-02-24 13:11:29,R_B_FU_0293,,,,,,,anonymous,EN,Intervention A,D,C,D,A,A,A,B,D,B,D,C,B,A,B,C,D,A,B,B,B,14
2026-02-19 08:27:33,2026-02-19 08:27:33,IP Address,,100,725,True,2026-02-19 08:27:33,R_B_FU_0261,,,,,,,anonymous,EN,Control,C,C,D,D,D,A,B,C,A,A,C,B,A,B,D,C,D,A,D,B,12
2026-02-20 09:34:46,2026-02-20 09:34:46,IP Address,,100,587,True,2026-02-20 09:34:46,R_B_FU_0262,,,,,,,anonymous,EN,Control,C,B,D,B,A,D,D,C,B,A,C,A,B,B,A,B,B,B,B,D,8
2026-02-17 15:40:40,2026-02-17 15:40:40,IP Address,,100,278,True,2026-02-17 15:40:40,R_B_FU_0340,,,,,,,anonymous,EN,Intervention B,D,C,D,C,B,B,B,D,B,B,C,A,D,D,A,C,D,B,B,C,11
