StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q4_18,Q4_19,Q4_20,Q4_21,Q4_22,Q4_23,Q4_24,Q4_25,SC0
2026-02-04 11:54:06,2026-02-04 11:54:06,IP Address,,100,301,True,2026-02-04 11:54:06,R_I_POST_00462,,,,,,,anonymous,EN,OO22,Control,4,3,4,4,3,2,2,3,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,10
2026-02-20 09:46:34,2026-02-20 09:46:34,IP Address,,100,888,True,2026-02-20 09:46:34,R_I_POST_00478,,,,,,,anonymous,EN,UC21,Control,4,2,5,5,4,3,2,4,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,20
2026-02-19 08:06:54,2026-02-19 08:06:54,IP Address,,100,857,True,2026-02-19 08:06:54,R_I_POST_00558,,,,,,,anonymous,EN,CW27,Control,3,4,3,4,3,3,3,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10
2026-02-13 11:33:27,2026-02-13 11:33:27,IP Address,,100,231,True,2026-02-13 11:33:27,R_I_POST_00579,,,,,,,anonymous,EN,BR14,Control,3,3,4,3,3,3,4,4,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,14
2026-02-06 13:44:56,2026-02-06 13:44:56,IP Address,,100,159,True,2026-02-06 13:44:56,R_I_POST_00572,,,,,,,anonymous,EN,UG08,Control,3,4,4,3,3,3,3,3,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,15
2026-02-10 08:15:45,2026-02-10 08:15:45,IP Address,,100,825,True,2026-02-10 08:15:45,R_I_POST_00765,,,,,,,anonymous,EN,QE24,Intervention B,4,5,4,5,4,5,4,4,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,18
2026-02-08 15:07:13,2026-02-08 15:07:13,IP Address,,100,34,True,2026-02-08 15:07:13,R_I_POST_00601,,,,,,,anonymous,EN,QR18,Intervention A,4,3,4,3,2,4,3,4,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,21
2026-02-22 11:48:12,2026-02-22 11:48:12,IP Address,,100,653,True,2026-02-22 11:48:12,R_I_POST_00804,,,,,,,anonymous,EN,IT04,Intervention B,3,3,3,5,3,4,4,4,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,14
2026-02-08 15:58:22,2026-02-08 15:58:22,IP Address,,100,522,True,2026-02-08 15:58:22,R_I_POST_00574,,,,,,,anonymous,EN,QJ18,Control,2,2,4,2,2,1,3,2,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,13
2026-02-20 09:04:16,2026-02-20 09:04:16,IP Address,,100,657,True,2026-02-20 09:04:16,R_I_POST_00532,,,,,,,anonymous,EN,RZ21,Control,2,3,2,3,4,2,3,2,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,20
2026-02-06 13:17:23,2026-02-06 13:17:23,IP Address,,100,420,True,2026-02-06 13:17:23,R_I_POST_00491,,,,,,,anonymous,EN,GW07,Control,4,4,3,3,4,3,3,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,9
2026-02-08 15:19:01,2026-02-08 15:19:01,IP Address,,100,873,True,2026-02-08 15:19:01,R_I_POST_00817,,,,,,,anonymous,EN,QT25,Intervention B,5,4,3,4,4,4,4,3,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,19
2026-02-20 09:49:31,2026-02-20 09:49:31,IP Address,,100,808,True,2026-02-20 09:49:31,R_I_POST_00667,,,,,,,anonymous,EN,FR07,Intervention A,4,3,2,3,4,3,3,3,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,17
2026-02-16 14:30:30,2026-02-16 14:30:30,IP Address,,100,258,True,2026-02-16 14:30:30,R_I_POST_00690,,,,,,,anonymous,EN,US02,Intervention A,4,2,2,2,2,3,4,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,7
2026-02-04 11:12:48,2026-02-04 11:12:48,IP Address,,100,518,True,2026-02-04 11:12:48,R_I_POST_00516,,,,,,,anonymous,EN,MM09,Control,4,5,3,5,4,5,3,3,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,17
2026-02-10 08:57:03,2026-02-10 08:57:03,IP Address,,100,22,True,2026-02-10 08:57:03,R_I_POST_00711,,,,,,,anonymous,EN,VG21,Intervention A,4,3,5,3,2,3,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,7
2026-02-11 09:43:37,2026-02-11 09:43:37,IP Address,,100,593,True,2026-02-11 09:43:37,R_I_POST_00469,,,,,,,anonymous,EN,GX16,Control,3,4,3,3,4,3,2,2,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,13
2026-02-17 15:25:55,2026-02-17 15:25:55,IP Address,,100,286,True,2026-02-17 15:25:55,R_I_POST_00475,,,,,,,anonymous,EN,MV26,Control,4,4,4,3,4,2,4,4,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,16
2026-02-05 12:10:10,2026-02-05 12:10:10,IP Address,,100,299,True,2026-02-05 12:10:10,R_I_POST_00490,,,,,,,anonymous,EN,AB09,Control,3,4,3,3,2,3,2,4,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,21
2026-02-25 14:12:48,2026-02-25 14:12:48,IP Address,,100,193,True,2026-02-25 14:12:48,R_I_POST_00456,,,,,,,anonymous,EN,FY09,Control,4,2,3,4,3,1,3,2,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,14
2026-02-06 13:56:44,2026-02-06 13:56:44,IP Address,,100,394,True,2026-02-06 13:56:44,R_I_POST_00788,,,,,,,anonymous,EN,TJ16,Intervention B,5,4,4,5,5,4,5,5,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,19
2026-02-23 12:52:28,2026-02-23 12:52:28,IP Address,,100,608,True,2026-02-23 12:52:28,R_I_POST_00616,,,,,,,anonymous,EN,UX20,Intervention A,4,2,4,3,4,3,4,3,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,16
2026-02-16 14:39:21,2026-02-16 14:39:21,IP Address,,100,120,True,2026-02-16 14:39:21,R_I_POST_00717,,,,,,,anonymous,EN,IQ11,Intervention A,4,4,3,4,4,1,3,3,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,15
2026-02-05 12:46:34,2026-02-05 12:46:34,IP Address,,100,505,True,2026-02-05 12:46:34,R_I_POST_00598,,,,,,,anonymous,EN,LT05,Intervention A,3,4,2,2,2,3,3,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,11
2026-02-26 15:40:40,2026-02-26 15:40:40,IP Address,,100,568,True,2026-02-26 15:40:40,R_I_POST_00700,,,,,,,anonymous,EN,AT09,Intervention A,3,3,3,4,3,4,5,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,19
2026-02-13 11:24:36,2026-02-13 11:24:36,IP Address,,100,195,True,2026-02-13 11:24:36,R_I_POST_00552,,,,,,,anonymous,EN,TP21,Control,3,2,2,3,3,3,3,3,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,12
2026-02-16 14:48:12,2026-02-16 14:48:12,IP Address,,100,857,True,2026-02-16 14:48:12,R_I_POST_00744,,,,,,,anonymous,EN,UB21,Intervention B,3,4,4,4,3,3,3,3,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,14
2026-02-04 11:30:30,2026-02-04 11:30:30,IP Address,,100,201,True,2026-02-04 11:30:30,R_I_POST_00570,,,,,,,anonymous,EN,KP18,Control,3,3,2,2,2,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,5
2026-02-15 13:20:20,2026-02-15 13:20:20,IP Address,,100,658,True,2026-02-15 13:20:20,R_I_POST_00500,,,,,,,anonymous,EN,CY13,Control,3,1,2,2,2,3,3,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,14
2026-02-19 08:36:24,2026-02-19 08:36:24,IP Address,,100,149,True,2026-02-19 08:36:24,R_I_POST_00828,,,,,,,anonymous,EN,WS13,Intervention B,5,4,4,5,4,5,5,4,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,20
2026-02-18 16:35:05,2026-02-18 16:35:05,IP Address,,100,451,True,2026-02-18 16:35:05,R_I_POST_00665,,,,,,,anonymous,EN,FK10,Intervention A,4,3,4,5,4,5,5,3,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21
2026-02-09 16:41:59,2026-02-09 16:41:59,IP Address,,100,489,True,2026-02-09 16:41:59,R_I_POST_00683,,,,,,,anonymous,EN,KF05,Intervention A,3,2,3,3,3,3,3,4,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,15
2026-02-24 13:41:59,2026-02-24 13:41:59,IP Address,,100,255,True,2026-02-24 13:41:59,R_I_POST_00563,,,,,,,anonymous,EN,DJ17,Control,4,3,2,3,2,4,3,3,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,14
2026-02-15 13:59:41,2026-02-15 13:59:41,IP Address,,100,226,True,2026-02-15 13:59:41,R_I_POST_00797,,,,,,,anonymous,EN,VS13,Intervention B,4,4,4,3,4,2,4,4,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,15
2026-02-27 16:44:56,2026-02-27 16:44:56,IP Address,,100,126,True,2026-02-27 16:44:56,R_I_POST_00512,,,,,,,anonymous,EN,MO15,Control,3,2,3,3,3,3,3,4,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,9
2026-02-23 12:58:22,2026-02-23 12:58:22,IP Address,,100,282,True,2026-02-23 12:58:22,R_I_POST_00454,,,,,,,anonymous,EN,SJ15,Control,2,2,3,2,2,3,3,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,8
2026-02-18 16:20:20,2026-02-18 16:20:20,IP Address,,100,509,True,2026-02-18 16:20:20,R_I_POST_00800,,,,,,,anonymous,EN,EZ02,Intervention B,2,3,3,3,4,2,2,3,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,12
2026-02-05 12:55:25,2026-02-05 12:55:25,IP Address,,100,266,True,2026-02-05 12:55:25,R_I_POST_00625,,,,,,,anonymous,EN,RI10,Intervention A,2,3,3,3,4,4,3,3,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,16
2026-02-10 08:36:24,2026-02-10 08:36:24,IP Address,,100,746,True,2026-02-10 08:36:24,R_I_POST_00468,,,,,,,anonymous,EN,SH26,Control,3,3,3,3,3,2,3,2,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,16
2026-02-27 16:02:38,2026-02-27 16:02:38,IP Address,,100,193,True,2026-02-27 16:02:38,R_I_POST_00566,,,,,,,anonymous,EN,KA26,Control,2,2,2,3,2,3,3,2,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,16
2026-02-03 10:08:32,2026-02-03 10:08:32,IP Address,,100,615,True,2026-02-03 10:08:32,R_I_POST_00704,,,,,,,anonymous,EN,UF05,Intervention A,3,4,5,5,4,3,3,4,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,18
2026-02-17 15:04:16,2026-02-17 15:04:16,IP Address,,100,712,True,2026-02-17 15:04:16,R_I_POST_00772,,,,,,,anonymous,EN,OB22,Intervention B,3,4,4,3,2,4,4,2,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,15
2026-02-22 11:18:42,2026-02-22 11:18:42,IP Address,,100,704,True,2026-02-22 11:18:42,R_I_POST_00534,,,,,,,anonymous,EN,BZ10,Control,4,2,3,2,3,2,4,2,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,15
2026-02-24 13:11:29,2026-02-24 13:11:29,IP Address,,100,352,True,2026-02-24 13:11:29,R_I_POST_00833,,,,,,,anonymous,EN,XH15,Intervention B,3,3,4,5,3,5,4,3,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,19
2026-02-24 13:44:56,2026-02-24 13:44:56,IP Address,,100,459,True,2026-02-24 13:44:56,R_I_POST_00752,,,,,,,anonymous,EN,WR26,Intervention B,5,5,4,3,4,4,4,4,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,13
2026-02-05 12:07:13,2026-02-05 12:07:13,IP Address,,100,381,True,2026-02-05 12:07:13,R_I_POST_00841,,,,,,,anonymous,EN,KB13,Intervention B,4,5,3,4,5,3,5,3,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,15
2026-02-07 14:30:30,2026-02-07 14:30:30,IP Address,,100,650,True,2026-02-07 14:30:30,R_I_POST_00870,,,,,,,anonymous,EN,SH12,Intervention B,5,5,5,5,5,5,5,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24
2026-02-02 09:43:37,2026-02-02 09:43:37,IP Address,,100,564,True,2026-02-02 09:43:37,R_I_POST_00649,,,,,,,anonymous,EN,YB13,Intervention A,5,3,3,3,3,4,4,4,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,14
2026-02-04 11:48:12,2026-02-04 11:48:12,IP Address,,100,179,True,2026-02-04 11:48:12,R_I_POST_00624,,,,,,,anonymous,EN,QG10,Intervention A,3,2,3,4,3,4,3,4,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,14
2026-02-01 08:00:00,2026-02-01 08:00:00,IP Address,,100,226,True,2026-02-01 08:00:00,R_I_POST_00540,,,,,,,anonymous,EN,WA14,Control,2,3,3,3,1,3,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,6
2026-02-08 15:28:52,2026-02-08 15:28:52,IP Address,,100,12,True,2026-02-08 15:28:52,R_I_POST_00844,,,,,,,anonymous,EN,BT04,Intervention B,2,4,3,3,4,4,2,4,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,19
2026-02-27 16:11:29,2026-02-27 16:11:29,IP Address,,100,201,True,2026-02-27 16:11:29,R_I_POST_00593,,,,,,,anonymous,EN,AC26,Intervention A,4,5,5,3,4,4,4,5,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,11
2026-02-22 11:12:48,2026-02-22 11:12:48,IP Address,,100,718,True,2026-02-22 11:12:48,R_I_POST_00696,,,,,,,anonymous,EN,HG02,Intervention A,2,3,3,4,4,4,4,4,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,11
2026-02-17 15:46:34,2026-02-17 15:46:34,IP Address,,100,262,True,2026-02-17 15:46:34,R_I_POST_00718,,,,,,,anonymous,EN,OI10,Intervention A,5,4,4,3,4,4,2,4,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,13
2026-02-17 15:13:07,2026-02-17 15:13:07,IP Address,,100,179,True,2026-02-17 15:13:07,R_I_POST_00799,,,,,,,anonymous,EN,ZH04,Intervention B,3,4,4,4,3,3,3,3,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,12
2026-02-23 12:43:37,2026-02-23 12:43:37,IP Address,,100,25,True,2026-02-23 12:43:37,R_I_POST_00589,,,,,,,anonymous,EN,IX20,Control,2,4,3,3,2,2,2,3,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,10
2026-02-20 09:52:28,2026-02-20 09:52:28,IP Address,,100,811,True,2026-02-20 09:52:28,R_I_POST_00856,,,,,,,anonymous,EN,XF14,Intervention B,5,3,3,4,5,4,4,5,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,17
2026-02-17 15:34:46,2026-02-17 15:34:46,IP Address,,100,377,True,2026-02-17 15:34:46,R_I_POST_00502,,,,,,,anonymous,EN,IR05,Control,4,4,5,4,5,3,5,3,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,18
2026-02-01 08:18:42,2026-02-01 08:18:42,IP Address,,100,846,True,2026-02-01 08:18:42,R_I_POST_00594,,,,,,,anonymous,EN,YV10,Intervention A,4,3,3,3,3,3,3,3,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,13
2026-02-09 16:08:32,2026-02-09 16:08:32,IP Address,,100,785,True,2026-02-09 16:08:32,R_I_POST_00764,,,,,,,anonymous,EN,DU20,Intervention B,4,5,5,3,3,4,3,5,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,16
2026-02-12 10:59:41,2026-02-12 10:59:41,IP Address,,100,526,True,2026-02-12 10:59:41,R_I_POST_00497,,,,,,,anonymous,EN,VF12,Control,4,4,4,5,5,4,5,4,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,18
2026-02-02 09:49:31,2026-02-02 09:49:31,IP Address,,100,798,True,2026-02-02 09:49:31,R_I_POST_00487,,,,,,,anonymous,EN,PL25,Control,4,5,3,5,4,2,3,3,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,16
2026-02-21 10:20:20,2026-02-21 10:20:20,IP Address,,100,548,True,2026-02-21 10:20:20,R_I_POST_00560,,,,,,,anonymous,EN,MT25,Control,3,2,3,3,3,3,3,3,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,9
2026-02-20 09:16:04,2026-02-20 09:16:04,IP Address,,100,194,True,2026-02-20 09:16:04,R_I_POST_00748,,,,,,,anonymous,EN,QU20,Intervention B,3,3,4,5,4,4,5,4,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,21
2026-02-20 09:22:58,2026-02-20 09:22:58,IP Address,,100,156,True,2026-02-20 09:22:58,R_I_POST_00586,,,,,,,anonymous,EN,SZ25,Control,3,3,4,5,3,2,3,4,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,12
2026-02-02 09:25:55,2026-02-02 09:25:55,IP Address,,100,776,True,2026-02-02 09:25:55,R_I_POST_00595,,,,,,,anonymous,EN,OG20,Intervention A,4,3,3,3,4,3,3,4,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,14
2026-02-25 14:24:36,2026-02-25 14:24:36,IP Address,,100,500,True,2026-02-25 14:24:36,R_I_POST_00672,,,,,,,anonymous,EN,QQ14,Intervention A,4,3,5,4,5,3,2,4,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,8
2026-02-24 13:05:35,2026-02-24 13:05:35,IP Address,,100,94,True,2026-02-24 13:05:35,R_I_POST_00455,,,,,,,anonymous,EN,UW18,Control,2,2,3,2,3,3,4,5,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,16
