StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q4_18,Q4_19,Q4_20,Q4_21,Q4_22,Q4_23,Q4_24,Q4_25,SC0
2026-02-19 08:09:51,2026-02-19 08:09:51,IP Address,,100,895,True,2026-02-19 08:09:51,R_I_PRE_00207,,,,,,,anonymous,EN,WQ17,Intervention A,5,3,3,4,4,3,5,3,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,21
2026-02-24 13:56:44,2026-02-24 13:56:44,IP Address,,100,73,True,2026-02-24 13:56:44,R_I_PRE_00428,,,,,,,anonymous,EN,FX08,Intervention B,3,4,2,3,4,4,3,4,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,12
2026-02-19 08:21:39,2026-02-19 08:21:39,IP Address,,100,837,True,2026-02-19 08:21:39,R_I_PRE_00423,,,,,,,anonymous,EN,SQ14,Intervention B,3,4,1,3,2,3,4,3,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,11
2026-02-15 13:47:53,2026-02-15 13:47:53,IP Address,,100,80,True,2026-02-15 13:47:53,R_I_PRE_00041,,,,,,,anonymous,EN,UC21,Control,4,4,3,2,4,3,4,3,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,18
2026-02-13 11:00:00,2026-02-13 11:00:00,IP Address,,100,796,True,2026-02-13 11:00:00,R_I_PRE_00120,,,,,,,anonymous,EN,DJ17,Control,4,3,4,4,3,3,3,3,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,14
2026-02-02 09:04:16,2026-02-02 09:04:16,IP Address,,100,287,True,2026-02-02 09:04:16,R_I_PRE_00352,,,,,,,anonymous,EN,ZI03,Intervention B,3,4,4,3,4,4,4,3,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,12
2026-02-14 12:40:40,2026-02-14 12:40:40,IP Address,,100,318,True,2026-02-14 12:40:40,R_I_PRE_00040,,,,,,,anonymous,EN,CB02,Control,3,3,3,2,2,2,3,3,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,10
2026-02-19 08:27:33,2026-02-19 08:27:33,IP Address,,100,568,True,2026-02-19 08:27:33,R_I_PRE_00261,,,,,,,anonymous,EN,EA19,Intervention A,4,1,4,2,4,3,3,3,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,8
2026-02-05 12:22:58,2026-02-05 12:22:58,IP Address,,100,490,True,2026-02-05 12:22:58,R_I_PRE_00166,,,,,,,anonymous,EN,ZA10,Intervention A,5,4,5,5,4,4,5,5,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,16
2026-02-13 11:12:48,2026-02-13 11:12:48,IP Address,,100,668,True,2026-02-13 11:12:48,R_I_PRE_00336,,,,,,,anonymous,EN,YL19,Intervention B,2,3,4,3,4,3,3,4,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,12
2026-02-01 08:39:21,2026-02-01 08:39:21,IP Address,,100,427,True,2026-02-01 08:39:21,R_I_PRE_00297,,,,,,,anonymous,EN,HX17,Intervention A,2,3,3,3,2,2,2,3,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,8
2026-02-04 11:36:24,2026-02-04 11:36:24,IP Address,,100,338,True,2026-02-04 11:36:24,R_I_PRE_00408,,,,,,,anonymous,EN,XJ12,Intervention B,4,3,4,2,3,3,2,3,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,9
2026-02-06 13:47:53,2026-02-06 13:47:53,IP Address,,100,180,True,2026-02-06 13:47:53,R_I_PRE_00221,,,,,,,anonymous,EN,SE22,Intervention A,2,3,4,3,3,4,3,4,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,12
2026-02-13 11:33:27,2026-02-13 11:33:27,IP Address,,100,595,True,2026-02-13 11:33:27,R_I_PRE_00039,,,,,,,anonymous,EN,WT06,Control,3,2,4,3,4,2,3,5,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,10
2026-02-03 10:11:29,2026-02-03 10:11:29,IP Address,,100,330,True,2026-02-03 10:11:29,R_I_PRE_00353,,,,,,,anonymous,EN,NA12,Intervention B,3,4,2,3,3,5,4,2,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,12
2026-02-25 14:42:18,2026-02-25 14:42:18,IP Address,,100,688,True,2026-02-25 14:42:18,R_I_PRE_00186,,,,,,,anonymous,EN,UW14,Intervention A,3,3,4,2,4,5,3,4,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,15
2026-02-10 08:24:36,2026-02-10 08:24:36,IP Address,,100,827,True,2026-02-10 08:24:36,R_I_PRE_00252,,,,,,,anonymous,EN,OH14,Intervention A,2,4,4,3,3,3,3,2,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,8
2026-02-08 15:19:01,2026-02-08 15:19:01,IP Address,,100,896,True,2026-02-08 15:19:01,R_I_PRE_00277,,,,,,,anonymous,EN,FL07,Intervention A,3,2,2,3,4,2,2,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,10
2026-02-09 16:08:32,2026-02-09 16:08:32,IP Address,,100,734,True,2026-02-09 16:08:32,R_I_PRE_00224,,,,,,,anonymous,EN,VC09,Intervention A,1,5,2,1,1,2,2,2,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9
2026-02-26 15:25:55,2026-02-26 15:25:55,IP Address,,100,130,True,2026-02-26 15:25:55,R_I_PRE_00295,,,,,,,anonymous,EN,TF04,Intervention A,4,2,2,4,3,4,3,3,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,15
2026-02-18 16:14:26,2026-02-18 16:14:26,IP Address,,100,760,True,2026-02-18 16:14:26,R_I_PRE_00422,,,,,,,anonymous,EN,TI10,Intervention B,4,3,2,4,2,3,2,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,9
2026-02-27 16:14:26,2026-02-27 16:14:26,IP Address,,100,238,True,2026-02-27 16:14:26,R_I_PRE_00242,,,,,,,anonymous,EN,AE04,Intervention A,4,3,4,4,3,3,3,3,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,8
2026-02-01 08:30:30,2026-02-01 08:30:30,IP Address,,100,283,True,2026-02-01 08:30:30,R_I_PRE_00270,,,,,,,anonymous,EN,JA19,Intervention A,3,3,4,3,4,3,4,4,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,14
2026-02-18 16:26:14,2026-02-18 16:26:14,IP Address,,100,613,True,2026-02-18 16:26:14,R_I_PRE_00098,,,,,,,anonymous,EN,CY27,Control,2,3,2,2,3,3,4,3,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,15
2026-02-14 12:16:04,2026-02-14 12:16:04,IP Address,,100,242,True,2026-02-14 12:16:04,R_I_PRE_00148,,,,,,,anonymous,EN,WP17,Control,3,3,2,3,2,3,2,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,8
2026-02-16 14:45:15,2026-02-16 14:45:15,IP Address,,100,235,True,2026-02-16 14:45:15,R_I_PRE_00015,,,,,,,anonymous,EN,UD21,Control,3,3,2,3,3,3,4,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,12
2026-02-08 15:34:46,2026-02-08 15:34:46,IP Address,,100,85,True,2026-02-08 15:34:46,R_I_PRE_00142,,,,,,,anonymous,EN,VF12,Control,3,4,4,3,3,4,4,4,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,13
2026-02-14 12:34:46,2026-02-14 12:34:46,IP Address,,100,358,True,2026-02-14 12:34:46,R_I_PRE_00202,,,,,,,anonymous,EN,UX20,Intervention A,3,2,3,2,3,2,1,3,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,11
2026-02-07 14:36:24,2026-02-07 14:36:24,IP Address,,100,74,True,2026-02-07 14:36:24,R_I_PRE_00168,,,,,,,anonymous,EN,GJ07,Intervention A,4,4,3,3,3,2,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,10
2026-02-24 13:41:59,2026-02-24 13:41:59,IP Address,,100,391,True,2026-02-24 13:41:59,R_I_PRE_00023,,,,,,,anonymous,EN,BZ17,Control,3,3,3,4,4,3,3,4,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,16
2026-02-27 16:47:53,2026-02-27 16:47:53,IP Address,,100,677,True,2026-02-27 16:47:53,R_I_PRE_00161,,,,,,,anonymous,EN,MV24,Intervention A,3,4,3,3,4,5,3,2,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,15
2026-02-05 12:28:52,2026-02-05 12:28:52,IP Address,,100,336,True,2026-02-05 12:28:52,R_I_PRE_00004,,,,,,,anonymous,EN,MG28,Control,2,3,3,2,3,3,2,2,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,12
2026-02-09 16:26:14,2026-02-09 16:26:14,IP Address,,100,455,True,2026-02-09 16:26:14,R_I_PRE_00278,,,,,,,anonymous,EN,TZ28,Intervention A,3,3,2,4,4,3,4,4,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,11
2026-02-03 10:20:20,2026-02-03 10:20:20,IP Address,,100,253,True,2026-02-03 10:20:20,R_I_PRE_00380,,,,,,,anonymous,EN,FB05,Intervention B,3,3,3,3,3,4,3,2,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,10
2026-02-18 16:44:56,2026-02-18 16:44:56,IP Address,,100,460,True,2026-02-18 16:44:56,R_I_PRE_00152,,,,,,,anonymous,EN,NX09,Intervention A,3,4,4,4,2,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,21
2026-02-04 11:48:12,2026-02-04 11:48:12,IP Address,,100,215,True,2026-02-04 11:48:12,R_I_PRE_00084,,,,,,,anonymous,EN,QQ15,Control,4,3,4,3,3,3,3,4,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,18
2026-02-11 09:22:58,2026-02-11 09:22:58,IP Address,,100,214,True,2026-02-11 09:22:58,R_I_PRE_00226,,,,,,,anonymous,EN,FM04,Intervention A,4,3,3,4,4,3,3,4,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,12
2026-02-08 15:28:52,2026-02-08 15:28:52,IP Address,,100,192,True,2026-02-08 15:28:52,R_I_PRE_00304,,,,,,,anonymous,EN,IT04,Intervention B,2,3,2,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,5
2026-02-08 15:43:37,2026-02-08 15:43:37,IP Address,,100,515,True,2026-02-08 15:43:37,R_I_PRE_00169,,,,,,,anonymous,EN,ZO16,Intervention A,4,4,3,3,4,4,3,2,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,13
2026-02-21 10:32:08,2026-02-21 10:32:08,IP Address,,100,111,True,2026-02-21 10:32:08,R_I_PRE_00236,,,,,,,anonymous,EN,TZ03,Intervention A,3,3,2,2,2,2,4,2,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,11
2026-02-18 16:05:35,2026-02-18 16:05:35,IP Address,,100,485,True,2026-02-18 16:05:35,R_I_PRE_00395,,,,,,,anonymous,EN,JE11,Intervention B,2,3,1,4,3,2,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,7
2026-02-19 08:03:57,2026-02-19 08:03:57,IP Address,,100,476,True,2026-02-19 08:03:57,R_I_PRE_00369,,,,,,,anonymous,EN,QO16,Intervention B,2,2,3,2,3,1,3,2,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,12
2026-02-01 08:45:15,2026-02-01 08:45:15,IP Address,,100,322,True,2026-02-01 08:45:15,R_I_PRE_00135,,,,,,,anonymous,EN,XB23,Control,3,3,2,2,2,2,2,3,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,8
2026-02-14 12:01:19,2026-02-14 12:01:19,IP Address,,100,244,True,2026-02-14 12:01:19,R_I_PRE_00283,,,,,,,anonymous,EN,IQ11,Intervention A,3,2,3,3,4,5,3,3,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,13
2026-02-13 11:03:57,2026-02-13 11:03:57,IP Address,,100,388,True,2026-02-13 11:03:57,R_I_PRE_00309,,,,,,,anonymous,EN,QP13,Intervention B,5,4,3,4,4,5,4,5,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,20
2026-02-27 16:56:44,2026-02-27 16:56:44,IP Address,,100,294,True,2026-02-27 16:56:44,R_I_PRE_00188,,,,,,,anonymous,EN,TQ08,Intervention A,4,3,2,3,2,3,5,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,7
2026-02-21 10:50:50,2026-02-21 10:50:50,IP Address,,100,714,True,2026-02-21 10:50:50,R_I_PRE_00290,,,,,,,anonymous,EN,BM07,Intervention A,4,5,4,3,4,4,3,2,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,15
2026-02-02 09:22:58,2026-02-02 09:22:58,IP Address,,100,127,True,2026-02-02 09:22:58,R_I_PRE_00406,,,,,,,anonymous,EN,NO28,Intervention B,2,2,3,2,3,2,4,3,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,9
2026-02-15 13:44:56,2026-02-15 13:44:56,IP Address,,100,642,True,2026-02-15 13:44:56,R_I_PRE_00392,,,,,,,anonymous,EN,UU15,Intervention B,4,3,3,3,1,3,3,2,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,10
2026-02-18 16:35:05,2026-02-18 16:35:05,IP Address,,100,514,True,2026-02-18 16:35:05,R_I_PRE_00125,,,,,,,anonymous,EN,HW18,Control,3,3,3,3,3,3,2,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,10
2026-02-18 16:38:02,2026-02-18 16:38:02,IP Address,,100,317,True,2026-02-18 16:38:02,R_I_PRE_00314,,,,,,,anonymous,EN,EV12,Intervention B,2,2,4,3,3,4,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5
2026-02-16 14:57:03,2026-02-16 14:57:03,IP Address,,100,128,True,2026-02-16 14:57:03,R_I_PRE_00231,,,,,,,anonymous,EN,RF15,Intervention A,2,2,3,2,2,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,8
2026-02-21 10:59:41,2026-02-21 10:59:41,IP Address,,100,475,True,2026-02-21 10:59:41,R_I_PRE_00317,,,,,,,anonymous,EN,XK09,Intervention B,3,3,3,3,1,2,4,4,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,18
2026-02-10 08:00:00,2026-02-10 08:00:00,IP Address,,100,721,True,2026-02-10 08:00:00,R_I_PRE_00360,,,,,,,anonymous,EN,LA17,Intervention B,1,2,1,1,1,2,3,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,8
2026-02-20 09:25:55,2026-02-20 09:25:55,IP Address,,100,522,True,2026-02-20 09:25:55,R_I_PRE_00235,,,,,,,anonymous,EN,SB26,Intervention A,2,4,3,3,3,3,4,4,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,13
2026-02-08 15:52:28,2026-02-08 15:52:28,IP Address,,100,745,True,2026-02-08 15:52:28,R_I_PRE_00196,,,,,,,anonymous,EN,XC17,Intervention A,3,3,3,4,4,3,3,3,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,12
2026-02-12 10:02:38,2026-02-12 10:02:38,IP Address,,100,295,True,2026-02-12 10:02:38,R_I_PRE_00146,,,,,,,anonymous,EN,HE09,Control,3,3,3,4,4,2,3,3,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,10
2026-02-14 12:25:55,2026-02-14 12:25:55,IP Address,,100,408,True,2026-02-14 12:25:55,R_I_PRE_00175,,,,,,,anonymous,EN,BK02,Intervention A,3,2,3,3,3,3,3,2,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,13
2026-02-10 08:51:09,2026-02-10 08:51:09,IP Address,,100,247,True,2026-02-10 08:51:09,R_I_PRE_00333,,,,,,,anonymous,EN,DT08,Intervention B,4,3,3,3,2,3,4,2,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,8
2026-02-07 14:18:42,2026-02-07 14:18:42,IP Address,,100,510,True,2026-02-07 14:18:42,R_I_PRE_00114,,,,,,,anonymous,EN,AD16,Control,2,3,1,3,4,3,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,12
2026-02-05 12:46:34,2026-02-05 12:46:34,IP Address,,100,505,True,2026-02-05 12:46:34,R_I_PRE_00058,,,,,,,anonymous,EN,UW18,Control,3,3,2,4,3,4,5,4,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,12
2026-02-06 13:35:05,2026-02-06 13:35:05,IP Address,,100,97,True,2026-02-06 13:35:05,R_I_PRE_00005,,,,,,,anonymous,EN,FF21,Control,3,2,3,4,4,4,3,4,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,13
2026-02-08 15:49:31,2026-02-08 15:49:31,IP Address,,100,745,True,2026-02-08 15:49:31,R_I_PRE_00007,,,,,,,anonymous,EN,TI01,Control,2,4,4,4,4,3,4,3,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,18
2026-02-10 08:30:30,2026-02-10 08:30:30,IP Address,,100,785,True,2026-02-10 08:30:30,R_I_PRE_00090,,,,,,,anonymous,EN,CY13,Control,1,3,3,2,3,3,3,3,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,11
2026-02-22 11:54:06,2026-02-22 11:54:06,IP Address,,100,812,True,2026-02-22 11:54:06,R_I_PRE_00102,,,,,,,anonymous,EN,OB03,Control,3,3,4,3,3,4,3,3,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,10
2026-02-19 08:15:45,2026-02-19 08:15:45,IP Address,,100,895,True,2026-02-19 08:15:45,R_I_PRE_00045,,,,,,,anonymous,EN,JF10,Control,3,3,3,4,3,4,4,4,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,18
2026-02-19 08:24:36,2026-02-19 08:24:36,IP Address,,100,227,True,2026-02-19 08:24:36,R_I_PRE_00072,,,,,,,anonymous,EN,FO22,Control,2,2,1,2,3,3,2,2,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,13
2026-02-16 14:30:30,2026-02-16 14:30:30,IP Address,,100,562,True,2026-02-16 14:30:30,R_I_PRE_00150,,,,,,,anonymous,EN,NC09,Control,4,4,3,3,3,4,3,3,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,14
