StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q4_18,Q4_19,Q4_20,Q4_21,Q4_22,Q4_23,Q4_24,Q4_25,SC0
2026-02-02 09:04:16,2026-02-02 09:04:16,IP Address,,100,404,True,2026-02-02 09:04:16,R_I_FU_00892,,,,,,,anonymous,EN,BR14,Control,4,3,3,4,2,3,4,4,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,14
2026-02-03 10:20:20,2026-02-03 10:20:20,IP Address,,100,318,True,2026-02-03 10:20:20,R_I_FU_00920,,,,,,,anonymous,EN,QF18,Control,4,3,3,3,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,5
2026-02-11 09:07:13,2026-02-11 09:07:13,IP Address,,100,138,True,2026-02-11 09:07:13,R_I_FU_00901,,,,,,,anonymous,EN,VE18,Control,3,2,2,4,4,3,2,2,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,13
2026-02-05 12:10:10,2026-02-05 12:10:10,IP Address,,100,610,True,2026-02-05 12:10:10,R_I_FU_01030,,,,,,,anonymous,EN,KV07,Intervention A,4,3,5,4,4,4,4,3,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,13
2026-02-16 14:12:48,2026-02-16 14:12:48,IP Address,,100,819,True,2026-02-16 14:12:48,R_I_FU_01176,,,,,,,anonymous,EN,QX08,Intervention B,3,5,5,3,4,4,4,4,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,16
2026-02-10 08:03:57,2026-02-10 08:03:57,IP Address,,100,577,True,2026-02-10 08:03:57,R_I_FU_01089,,,,,,,anonymous,EN,AF12,Intervention A,3,4,3,2,3,4,4,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,13
2026-02-01 08:24:36,2026-02-01 08:24:36,IP Address,,100,206,True,2026-02-01 08:24:36,R_I_FU_00972,,,,,,,anonymous,EN,VY16,Control,3,2,3,4,4,4,3,4,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,15
2026-02-26 15:52:28,2026-02-26 15:52:28,IP Address,,100,255,True,2026-02-26 15:52:28,R_I_FU_00916,,,,,,,anonymous,EN,PL25,Control,3,4,3,5,3,2,2,3,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,10
2026-02-07 14:36:24,2026-02-07 14:36:24,IP Address,,100,529,True,2026-02-07 14:36:24,R_I_FU_01248,,,,,,,anonymous,EN,SM07,Intervention B,5,5,5,4,5,5,5,5,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,18
2026-02-21 10:38:02,2026-02-21 10:38:02,IP Address,,100,661,True,2026-02-21 10:38:02,R_I_FU_01154,,,,,,,anonymous,EN,CV27,Intervention B,3,5,5,4,5,5,4,3,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,13
2026-02-16 14:27:33,2026-02-16 14:27:33,IP Address,,100,269,True,2026-02-16 14:27:33,R_I_FU_01041,,,,,,,anonymous,EN,CV11,Intervention A,3,3,3,2,4,3,3,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,8
2026-02-06 13:41:59,2026-02-06 13:41:59,IP Address,,100,788,True,2026-02-06 13:41:59,R_I_FU_00923,,,,,,,anonymous,EN,OJ25,Control,4,4,4,4,3,4,4,3,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,11
2026-02-07 14:57:03,2026-02-07 14:57:03,IP Address,,100,222,True,2026-02-07 14:57:03,R_I_FU_00951,,,,,,,anonymous,EN,KO23,Control,3,4,3,3,3,2,3,2,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,13
2026-02-17 15:43:37,2026-02-17 15:43:37,IP Address,,100,385,True,2026-02-17 15:43:37,R_I_FU_01069,,,,,,,anonymous,EN,CK25,Intervention A,3,4,3,3,3,4,3,3,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,13
2026-02-18 16:56:44,2026-02-18 16:56:44,IP Address,,100,250,True,2026-02-18 16:56:44,R_I_FU_00908,,,,,,,anonymous,EN,TP21,Control,4,3,4,3,3,3,4,3,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,11
2026-02-21 10:26:14,2026-02-21 10:26:14,IP Address,,100,497,True,2026-02-21 10:26:14,R_I_FU_00938,,,,,,,anonymous,EN,TW25,Control,2,3,2,3,2,3,2,3,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,14
2026-02-04 11:03:57,2026-02-04 11:03:57,IP Address,,100,208,True,2026-02-04 11:03:57,R_I_FU_01029,,,,,,,anonymous,EN,AC26,Intervention A,3,4,3,3,2,3,4,3,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,14
2026-02-13 11:24:36,2026-02-13 11:24:36,IP Address,,100,89,True,2026-02-13 11:24:36,R_I_FU_01092,,,,,,,anonymous,EN,PK08,Intervention A,2,4,3,4,4,3,4,4,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,15
2026-02-08 15:25:55,2026-02-08 15:25:55,IP Address,,100,855,True,2026-02-08 15:25:55,R_I_FU_01195,,,,,,,anonymous,EN,XH15,Intervention B,4,4,4,4,3,5,5,4,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,17
2026-02-18 16:47:53,2026-02-18 16:47:53,IP Address,,100,768,True,2026-02-18 16:47:53,R_I_FU_00881,,,,,,,anonymous,EN,MY01,Control,4,5,5,3,4,4,3,4,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,12
2026-02-25 14:57:03,2026-02-25 14:57:03,IP Address,,100,349,True,2026-02-25 14:57:03,R_I_FU_01131,,,,,,,anonymous,EN,CU09,Intervention B,4,3,4,4,4,4,3,3,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,19
2026-02-17 15:10:10,2026-02-17 15:10:10,IP Address,,100,586,True,2026-02-17 15:10:10,R_I_FU_01150,,,,,,,anonymous,EN,PN10,Intervention B,4,4,4,4,3,3,4,4,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,19
2026-02-20 09:58:22,2026-02-20 09:58:22,IP Address,,100,799,True,2026-02-20 09:58:22,R_I_FU_01234,,,,,,,anonymous,EN,NI07,Intervention B,4,5,4,5,5,4,5,4,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,19
2026-02-23 12:10:10,2026-02-23 12:10:10,IP Address,,100,583,True,2026-02-23 12:10:10,R_I_FU_01210,,,,,,,anonymous,EN,WK11,Intervention B,5,5,4,4,5,5,4,4,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,18
2026-02-12 10:53:47,2026-02-12 10:53:47,IP Address,,100,736,True,2026-02-12 10:53:47,R_I_FU_01199,,,,,,,anonymous,EN,IP23,Intervention B,5,5,4,5,5,5,5,5,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,20
2026-02-11 09:52:28,2026-02-11 09:52:28,IP Address,,100,726,True,2026-02-11 09:52:28,R_I_FU_01036,,,,,,,anonymous,EN,CS25,Intervention A,4,4,4,4,4,3,4,4,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,14
2026-02-15 13:23:17,2026-02-15 13:23:17,IP Address,,100,739,True,2026-02-15 13:23:17,R_I_FU_01229,,,,,,,anonymous,EN,YQ17,Intervention B,4,5,5,4,5,4,4,4,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,20
2026-02-25 14:12:48,2026-02-25 14:12:48,IP Address,,100,300,True,2026-02-25 14:12:48,R_I_FU_00996,,,,,,,anonymous,EN,VW18,Control,2,2,3,3,2,3,3,4,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,13
2026-02-14 12:22:58,2026-02-14 12:22:58,IP Address,,100,105,True,2026-02-14 12:22:58,R_I_FU_01066,,,,,,,anonymous,EN,FR07,Intervention A,3,3,4,4,3,3,4,4,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,20
2026-02-22 11:24:36,2026-02-22 11:24:36,IP Address,,100,133,True,2026-02-22 11:24:36,R_I_FU_00912,,,,,,,anonymous,EN,VQ20,Control,5,3,3,4,3,4,4,3,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,13
2026-02-06 13:50:50,2026-02-06 13:50:50,IP Address,,100,467,True,2026-02-06 13:50:50,R_I_FU_00950,,,,,,,anonymous,EN,MO15,Control,3,2,1,1,3,3,2,3,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,12
2026-02-03 10:05:35,2026-02-03 10:05:35,IP Address,,100,845,True,2026-02-03 10:05:35,R_I_FU_01055,,,,,,,anonymous,EN,RI10,Intervention A,3,3,4,4,4,2,3,4,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,13
2026-02-20 09:07:13,2026-02-20 09:07:13,IP Address,,100,847,True,2026-02-20 09:07:13,R_I_FU_01261,,,,,,,anonymous,EN,EA20,Intervention B,5,5,5,5,5,4,4,4,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,19
2026-02-15 13:14:26,2026-02-15 13:14:26,IP Address,,100,519,True,2026-02-15 13:14:26,R_I_FU_01202,,,,,,,anonymous,EN,QT07,Intervention B,3,5,3,5,3,4,4,3,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,19
2026-02-08 15:34:46,2026-02-08 15:34:46,IP Address,,100,461,True,2026-02-08 15:34:46,R_I_FU_01222,,,,,,,anonymous,EN,XK09,Intervention B,5,4,4,5,5,5,5,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,23
2026-02-08 15:22:58,2026-02-08 15:22:58,IP Address,,100,414,True,2026-02-08 15:22:58,R_I_FU_01006,,,,,,,anonymous,EN,CW11,Intervention A,3,3,4,2,4,3,4,3,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,13
2026-02-23 12:49:31,2026-02-23 12:49:31,IP Address,,100,203,True,2026-02-23 12:49:31,R_I_FU_00967,,,,,,,anonymous,EN,BZ17,Control,4,3,4,3,4,3,4,4,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,9
2026-02-26 15:19:01,2026-02-26 15:19:01,IP Address,,100,871,True,2026-02-26 15:19:01,R_I_FU_00997,,,,,,,anonymous,EN,WE01,Control,3,4,5,4,4,2,3,4,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,10
2026-02-17 15:37:43,2026-02-17 15:37:43,IP Address,,100,599,True,2026-02-17 15:37:43,R_I_FU_01231,,,,,,,anonymous,EN,OX14,Intervention B,5,5,5,4,5,5,4,5,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,21
2026-02-09 16:32:08,2026-02-09 16:32:08,IP Address,,100,364,True,2026-02-09 16:32:08,R_I_FU_01196,,,,,,,anonymous,EN,QE24,Intervention B,4,5,4,4,4,5,4,5,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,18
2026-02-01 08:27:33,2026-02-01 08:27:33,IP Address,,100,269,True,2026-02-01 08:27:33,R_I_FU_01161,,,,,,,anonymous,EN,BC26,Intervention B,4,5,3,4,3,3,4,4,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,16
2026-02-24 13:14:26,2026-02-24 13:14:26,IP Address,,100,284,True,2026-02-24 13:14:26,R_I_FU_01022,,,,,,,anonymous,EN,KW06,Intervention A,3,3,2,2,2,3,3,3,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,16
2026-02-07 14:24:36,2026-02-07 14:24:36,IP Address,,100,498,True,2026-02-07 14:24:36,R_I_FU_01032,,,,,,,anonymous,EN,AF15,Intervention A,2,1,2,3,3,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,4
2026-02-05 12:52:28,2026-02-05 12:52:28,IP Address,,100,783,True,2026-02-05 12:52:28,R_I_FU_00976,,,,,,,anonymous,EN,KG16,Control,3,4,4,4,3,3,4,4,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,10
2026-02-27 16:50:50,2026-02-27 16:50:50,IP Address,,100,775,True,2026-02-27 16:50:50,R_I_FU_00890,,,,,,,anonymous,EN,YW02,Control,2,3,4,3,2,2,3,4,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,17
2026-02-04 11:27:33,2026-02-04 11:27:33,IP Address,,100,388,True,2026-02-04 11:27:33,R_I_FU_00921,,,,,,,anonymous,EN,BH15,Control,3,3,4,4,3,3,3,3,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6
2026-02-09 16:11:29,2026-02-09 16:11:29,IP Address,,100,562,True,2026-02-09 16:11:29,R_I_FU_00953,,,,,,,anonymous,EN,TR02,Control,1,2,1,3,3,3,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,10
2026-02-17 15:19:01,2026-02-17 15:19:01,IP Address,,100,866,True,2026-02-17 15:19:01,R_I_FU_01177,,,,,,,anonymous,EN,PD25,Intervention B,3,5,5,4,4,5,4,4,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,15
2026-02-18 16:08:32,2026-02-18 16:08:32,IP Address,,100,126,True,2026-02-18 16:08:32,R_I_FU_01124,,,,,,,anonymous,EN,IQ11,Intervention A,5,4,3,4,5,4,3,2,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,12
2026-02-03 10:50:50,2026-02-03 10:50:50,IP Address,,100,619,True,2026-02-03 10:50:50,R_I_FU_01190,,,,,,,anonymous,EN,FZ28,Intervention B,3,4,4,4,4,4,4,4,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,20
2026-02-03 10:32:08,2026-02-03 10:32:08,IP Address,,100,726,True,2026-02-03 10:32:08,R_I_FU_01136,,,,,,,anonymous,EN,TJ16,Intervention B,3,5,4,5,4,5,5,4,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,20
2026-02-06 13:08:32,2026-02-06 13:08:32,IP Address,,100,75,True,2026-02-06 13:08:32,R_I_FU_01004,,,,,,,anonymous,EN,OH14,Intervention A,4,3,2,3,2,1,4,2,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,16
2026-02-08 15:04:16,2026-02-08 15:04:16,IP Address,,100,128,True,2026-02-08 15:04:16,R_I_FU_00952,,,,,,,anonymous,EN,HF26,Control,3,3,3,4,4,4,3,2,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7
2026-02-05 12:22:58,2026-02-05 12:22:58,IP Address,,100,413,True,2026-02-05 12:22:58,R_I_FU_01246,,,,,,,anonymous,EN,FA01,Intervention B,5,4,3,4,3,4,4,4,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,14
2026-02-19 08:21:39,2026-02-19 08:21:39,IP Address,,100,590,True,2026-02-19 08:21:39,R_I_FU_00963,,,,,,,anonymous,EN,FY09,Control,3,3,4,3,4,3,4,2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,21
2026-02-22 11:15:45,2026-02-22 11:15:45,IP Address,,100,372,True,2026-02-22 11:15:45,R_I_FU_00885,,,,,,,anonymous,EN,MM09,Control,3,3,2,3,3,2,3,3,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,19
2026-02-07 14:09:51,2026-02-07 14:09:51,IP Address,,100,284,True,2026-02-07 14:09:51,R_I_FU_01167,,,,,,,anonymous,EN,YF26,Intervention B,4,5,4,4,5,4,4,4,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,19
2026-02-05 12:37:43,2026-02-05 12:37:43,IP Address,,100,599,True,2026-02-05 12:37:43,R_I_FU_01111,,,,,,,anonymous,EN,BL20,Intervention A,4,3,4,5,3,4,4,4,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,11
2026-02-23 12:16:04,2026-02-23 12:16:04,IP Address,,100,854,True,2026-02-23 12:16:04,R_I_FU_01048,,,,,,,anonymous,EN,LX19,Intervention A,4,3,4,5,3,3,4,5,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,13
2026-02-18 16:32:08,2026-02-18 16:32:08,IP Address,,100,278,True,2026-02-18 16:32:08,R_I_FU_01016,,,,,,,anonymous,EN,SE22,Intervention A,5,4,5,4,5,5,4,5,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,16
2026-02-19 08:51:09,2026-02-19 08:51:09,IP Address,,100,653,True,2026-02-19 08:51:09,R_I_FU_01233,,,,,,,anonymous,EN,UB21,Intervention B,5,3,4,3,3,4,5,4,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,10
2026-02-06 13:35:05,2026-02-06 13:35:05,IP Address,,100,718,True,2026-02-06 13:35:05,R_I_FU_01085,,,,,,,anonymous,EN,GP06,Intervention A,4,3,3,3,5,3,3,3,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,14
2026-02-03 10:41:59,2026-02-03 10:41:59,IP Address,,100,761,True,2026-02-03 10:41:59,R_I_FU_01163,,,,,,,anonymous,EN,DU20,Intervention B,4,5,4,5,5,4,5,4,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,12
2026-02-10 08:27:33,2026-02-10 08:27:33,IP Address,,100,701,True,2026-02-10 08:27:33,R_I_FU_00981,,,,,,,anonymous,EN,HT23,Control,2,3,3,3,2,2,4,2,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,16
2026-02-13 11:57:03,2026-02-13 11:57:03,IP Address,,100,404,True,2026-02-13 11:57:03,R_I_FU_01011,,,,,,,anonymous,EN,YM10,Intervention A,5,3,4,2,4,4,4,4,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,9
2026-02-19 08:00:00,2026-02-19 08:00:00,IP Address,,100,526,True,2026-02-19 08:00:00,R_I_FU_01260,,,,,,,anonymous,EN,QD15,Intervention B,4,5,5,5,4,5,5,4,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,20
2026-02-09 16:41:59,2026-02-09 16:41:59,IP Address,,100,385,True,2026-02-09 16:41:59,R_I_FU_01223,,,,,,,anonymous,EN,YS03,Intervention B,5,4,4,5,4,4,5,4,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,18
2026-02-15 13:26:14,2026-02-15 13:26:14,IP Address,,100,281,True,2026-02-15 13:26:14,R_I_FU_00878,,,,,,,anonymous,EN,OY12,Control,3,4,5,3,4,3,4,2,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,18
