StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q4
2026-02-04 11:21:39,2026-02-04 11:21:39,IP Address,,100,718,True,2026-02-04 11:21:39,R_D_PRE_0003,,,,,,,anonymous,EN,AK11,78.4
2026-02-15 13:47:53,2026-02-15 13:47:53,IP Address,,100,576,True,2026-02-15 13:47:53,R_D_PRE_0041,,,,,,,anonymous,EN,MW13,82.5
2026-02-07 14:42:18,2026-02-07 14:42:18,IP Address,,100,579,True,2026-02-07 14:42:18,R_D_PRE_0006,,,,,,,anonymous,EN,JJ10,55.8
2026-02-04 11:39:21,2026-02-04 11:39:21,IP Address,,100,782,True,2026-02-04 11:39:21,R_D_PRE_0057,,,,,,,anonymous,EN,SJ03,45.3
2026-02-05 12:28:52,2026-02-05 12:28:52,IP Address,,100,565,True,2026-02-05 12:28:52,R_D_PRE_0004,,,,,,,anonymous,EN,KK15,68.2
2026-02-20 09:22:58,2026-02-20 09:22:58,IP Address,,100,860,True,2026-02-20 09:22:58,R_D_PRE_0046,,,,,,,anonymous,EN,YS18,30.0
2026-02-27 16:02:38,2026-02-27 16:02:38,IP Address,,100,869,True,2026-02-27 16:02:38,R_D_PRE_0026,,,,,,,anonymous,EN,EF27,41.9
2026-02-02 09:25:55,2026-02-02 09:25:55,IP Address,,100,319,True,2026-02-02 09:25:55,R_D_PRE_0055,,,,,,,anonymous,EN,CT25,32.9
2026-02-17 15:10:10,2026-02-17 15:10:10,IP Address,,100,846,True,2026-02-17 15:10:10,R_D_PRE_0070,,,,,,,anonymous,EN,EE25,58.2
2026-02-25 14:48:12,2026-02-25 14:48:12,IP Address,,100,787,True,2026-02-25 14:48:12,R_D_PRE_0024,,,,,,,anonymous,EN,ZG23,95.2
2026-02-08 15:07:13,2026-02-08 15:07:13,IP Address,,100,639,True,2026-02-08 15:07:13,R_D_PRE_0061,,,,,,,anonymous,EN,YX15,66.5
2026-02-06 13:44:56,2026-02-06 13:44:56,IP Address,,100,169,True,2026-02-06 13:44:56,R_D_PRE_0032,,,,,,,anonymous,EN,ML28,84.2
2026-02-10 08:21:39,2026-02-10 08:21:39,IP Address,,100,212,True,2026-02-10 08:21:39,R_D_PRE_0063,,,,,,,anonymous,EN,VF03,65.3
2026-02-20 09:13:07,2026-02-20 09:13:07,IP Address,,100,414,True,2026-02-20 09:13:07,R_D_PRE_0019,,,,,,,anonymous,EN,UI23,86.7
2026-02-05 12:46:34,2026-02-05 12:46:34,IP Address,,100,277,True,2026-02-05 12:46:34,R_D_PRE_0058,,,,,,,anonymous,EN,AJ15,23.3
2026-02-23 12:43:37,2026-02-23 12:43:37,IP Address,,100,613,True,2026-02-23 12:43:37,R_D_PRE_0049,,,,,,,anonymous,EN,RG08,74.9
2026-02-01 08:18:42,2026-02-01 08:18:42,IP Address,,100,788,True,2026-02-01 08:18:42,R_D_PRE_0054,,,,,,,anonymous,EN,DT27,63.9
2026-02-25 14:06:54,2026-02-25 14:06:54,IP Address,,100,266,True,2026-02-25 14:06:54,R_D_PRE_0078,,,,,,,anonymous,EN,VE21,70.2
2026-02-09 16:56:44,2026-02-09 16:56:44,IP Address,,100,70,True,2026-02-09 16:56:44,R_D_PRE_0008,,,,,,,anonymous,EN,KC17,59.5
2026-02-07 14:00:00,2026-02-07 14:00:00,IP Address,,100,69,True,2026-02-07 14:00:00,R_D_PRE_0060,,,,,,,anonymous,EN,AY26,46.8
2026-02-21 10:20:20,2026-02-21 10:20:20,IP Address,,100,795,True,2026-02-21 10:20:20,R_D_PRE_0020,,,,,,,anonymous,EN,CH06,59.5
2026-02-25 14:57:03,2026-02-25 14:57:03,IP Address,,100,415,True,2026-02-25 14:57:03,R_D_PRE_0051,,,,,,,anonymous,EN,SR02,55.3
2026-02-02 09:07:13,2026-02-02 09:07:13,IP Address,,100,572,True,2026-02-02 09:07:13,R_D_PRE_0001,,,,,,,anonymous,EN,YG06,26.1
2026-02-26 15:55:25,2026-02-26 15:55:25,IP Address,,100,650,True,2026-02-26 15:55:25,R_D_PRE_0025,,,,,,,anonymous,EN,UZ24,80.3
2026-02-05 12:37:43,2026-02-05 12:37:43,IP Address,,100,111,True,2026-02-05 12:37:43,R_D_PRE_0031,,,,,,,anonymous,EN,QB22,54.9
2026-02-10 08:12:48,2026-02-10 08:12:48,IP Address,,100,401,True,2026-02-10 08:12:48,R_D_PRE_0036,,,,,,,anonymous,EN,TM08,42.5
2026-02-03 10:14:26,2026-02-03 10:14:26,IP Address,,100,770,True,2026-02-03 10:14:26,R_D_PRE_0002,,,,,,,anonymous,EN,WL06,45.9
2026-02-14 12:40:40,2026-02-14 12:40:40,IP Address,,100,370,True,2026-02-14 12:40:40,R_D_PRE_0040,,,,,,,anonymous,EN,TW14,50.8
2026-02-01 08:09:51,2026-02-01 08:09:51,IP Address,,100,377,True,2026-02-01 08:09:51,R_D_PRE_0027,,,,,,,anonymous,EN,MP19,49.2
2026-02-11 09:28:52,2026-02-11 09:28:52,IP Address,,100,393,True,2026-02-11 09:28:52,R_D_PRE_0064,,,,,,,anonymous,EN,SU26,76.6
2026-02-06 13:53:47,2026-02-06 13:53:47,IP Address,,100,86,True,2026-02-06 13:53:47,R_D_PRE_0059,,,,,,,anonymous,EN,BH15,88.6
2026-02-03 10:32:08,2026-02-03 10:32:08,IP Address,,100,206,True,2026-02-03 10:32:08,R_D_PRE_0056,,,,,,,anonymous,EN,CY03,83.5
2026-02-20 09:31:49,2026-02-20 09:31:49,IP Address,,100,73,True,2026-02-20 09:31:49,R_D_PRE_0073,,,,,,,anonymous,EN,GL28,88.8
2026-02-27 16:11:29,2026-02-27 16:11:29,IP Address,,100,878,True,2026-02-27 16:11:29,R_D_PRE_0053,,,,,,,anonymous,EN,IG10,92.3
2026-02-13 11:42:18,2026-02-13 11:42:18,IP Address,,100,90,True,2026-02-13 11:42:18,R_D_PRE_0066,,,,,,,anonymous,EN,KE11,71.3
2026-02-12 10:17:23,2026-02-12 10:17:23,IP Address,,100,309,True,2026-02-12 10:17:23,R_D_PRE_0011,,,,,,,anonymous,EN,EW14,76.7
2026-02-15 13:56:44,2026-02-15 13:56:44,IP Address,,100,137,True,2026-02-15 13:56:44,R_D_PRE_0068,,,,,,,anonymous,EN,KJ14,57.4
2026-02-21 10:29:11,2026-02-21 10:29:11,IP Address,,100,617,True,2026-02-21 10:29:11,R_D_PRE_0047,,,,,,,anonymous,EN,TM22,68.7
2026-02-11 09:10:10,2026-02-11 09:10:10,IP Address,,100,331,True,2026-02-11 09:10:10,R_D_PRE_0010,,,,,,,anonymous,EN,LF26,68.8
2026-02-02 09:16:04,2026-02-02 09:16:04,IP Address,,100,489,True,2026-02-02 09:16:04,R_D_PRE_0028,,,,,,,anonymous,EN,WF28,51.9
2026-02-17 15:52:28,2026-02-17 15:52:28,IP Address,,100,607,True,2026-02-17 15:52:28,R_D_PRE_0016,,,,,,,anonymous,EN,EX12,72.4
2026-02-12 10:26:14,2026-02-12 10:26:14,IP Address,,100,617,True,2026-02-12 10:26:14,R_D_PRE_0038,,,,,,,anonymous,EN,AO07,57.8
2026-02-19 08:15:45,2026-02-19 08:15:45,IP Address,,100,875,True,2026-02-19 08:15:45,R_D_PRE_0045,,,,,,,anonymous,EN,KI06,68.6
2026-02-10 08:03:57,2026-02-10 08:03:57,IP Address,,100,487,True,2026-02-10 08:03:57,R_D_PRE_0009,,,,,,,anonymous,EN,RI01,61.1
2026-02-16 14:54:06,2026-02-16 14:54:06,IP Address,,100,702,True,2026-02-16 14:54:06,R_D_PRE_0042,,,,,,,anonymous,EN,XJ17,57.1
2026-02-01 08:00:00,2026-02-01 08:00:00,IP Address,,100,636,True,2026-02-01 08:00:00,R_D_PRE_0000,,,,,,,anonymous,EN,BK21,58.4
2026-02-24 13:41:59,2026-02-24 13:41:59,IP Address,,100,127,True,2026-02-24 13:41:59,R_D_PRE_0023,,,,,,,anonymous,EN,MH25,58.4
2026-02-21 10:38:02,2026-02-21 10:38:02,IP Address,,100,136,True,2026-02-21 10:38:02,R_D_PRE_0074,,,,,,,anonymous,EN,KQ10,32.0
2026-02-22 11:45:15,2026-02-22 11:45:15,IP Address,,100,603,True,2026-02-22 11:45:15,R_D_PRE_0075,,,,,,,anonymous,EN,ZC27,69.9
2026-02-13 11:24:36,2026-02-13 11:24:36,IP Address,,100,888,True,2026-02-13 11:24:36,R_D_PRE_0012,,,,,,,anonymous,EN,DU21,78.0
2026-02-06 13:35:05,2026-02-06 13:35:05,IP Address,,100,160,True,2026-02-06 13:35:05,R_D_PRE_0005,,,,,,,anonymous,EN,NX03,60.6
2026-02-17 15:01:19,2026-02-17 15:01:19,IP Address,,100,657,True,2026-02-17 15:01:19,R_D_PRE_0043,,,,,,,anonymous,EN,IT02,79.2
2026-02-08 15:58:22,2026-02-08 15:58:22,IP Address,,100,479,True,2026-02-08 15:58:22,R_D_PRE_0034,,,,,,,anonymous,EN,NH10,37.3
2026-02-16 14:03:57,2026-02-16 14:03:57,IP Address,,100,359,True,2026-02-16 14:03:57,R_D_PRE_0069,,,,,,,anonymous,EN,UU22,89.5
2026-02-22 11:36:24,2026-02-22 11:36:24,IP Address,,100,850,True,2026-02-22 11:36:24,R_D_PRE_0048,,,,,,,anonymous,EN,CC18,79.5
