StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q5_pre,Q5_post,Q6_1,Q6_2,Q6_3
2026-02-03 10:23:17,2026-02-03 10:23:17,IP Address,,100,317,True,2026-02-03 10:23:17,R_F_0029,,,,,,,anonymous,EN,Education,Pass,No,No,No,Yes,Yes,Yes
2026-02-04 11:30:30,2026-02-04 11:30:30,IP Address,,100,532,True,2026-02-04 11:30:30,R_F_0030,,,,,,,anonymous,EN,Education,Fail,No,No,No,Yes,Yes,Yes
2026-02-05 12:37:43,2026-02-05 12:37:43,IP Address,,100,223,True,2026-02-05 12:37:43,R_F_0031,,,,,,,anonymous,EN,Business,Pass,No,No,No,Yes,Yes,Yes
2026-02-06 13:44:56,2026-02-06 13:44:56,IP Address,,100,688,True,2026-02-06 13:44:56,R_F_0032,,,,,,,anonymous,EN,Education,Fail,No,No,No,Yes,Yes,Yes
2026-02-07 14:51:09,2026-02-07 14:51:09,IP Address,,100,135,True,2026-02-07 14:51:09,R_F_0033,,,,,,,anonymous,EN,Education,Pass,No,No,No,Yes,No,Yes
2026-02-08 15:58:22,2026-02-08 15:58:22,IP Address,,100,593,True,2026-02-08 15:58:22,R_F_0034,,,,,,,anonymous,EN,Education,Fail,No,No,No,No,No,No
2026-02-09 16:05:35,2026-02-09 16:05:35,IP Address,,100,542,True,2026-02-09 16:05:35,R_F_0035,,,,,,,anonymous,EN,Education,Pass,No,Yes,Yes,No,No,Yes
2026-02-10 08:12:48,2026-02-10 08:12:48,IP Address,,100,162,True,2026-02-10 08:12:48,R_F_0036,,,,,,,anonymous,EN,Psychology,Pass,No,No,No,Yes,Yes,Yes
2026-02-11 09:19:01,2026-02-11 09:19:01,IP Address,,100,722,True,2026-02-11 09:19:01,R_F_0037,,,,,,,anonymous,EN,Psychology,Pass,No,No,Yes,No,Yes,Yes
2026-02-12 10:26:14,2026-02-12 10:26:14,IP Address,,100,714,True,2026-02-12 10:26:14,R_F_0038,,,,,,,anonymous,EN,Psychology,Fail,No,Yes,Yes,Yes,Yes,Yes
2026-02-13 11:33:27,2026-02-13 11:33:27,IP Address,,100,241,True,2026-02-13 11:33:27,R_F_0039,,,,,,,anonymous,EN,Psychology,Pass,No,No,No,Yes,Yes,Yes
2026-02-14 12:40:40,2026-02-14 12:40:40,IP Address,,100,146,True,2026-02-14 12:40:40,R_F_0040,,,,,,,anonymous,EN,Education,Pass,No,No,No,No,No,No
2026-02-15 13:47:53,2026-02-15 13:47:53,IP Address,,100,897,True,2026-02-15 13:47:53,R_F_0041,,,,,,,anonymous,EN,Business,Pass,No,No,No,No,No,No
2026-02-16 14:54:06,2026-02-16 14:54:06,IP Address,,100,333,True,2026-02-16 14:54:06,R_F_0042,,,,,,,anonymous,EN,Education,Fail,No,Yes,Yes,No,No,No
2026-02-17 15:01:19,2026-02-17 15:01:19,IP Address,,100,726,True,2026-02-17 15:01:19,R_F_0043,,,,,,,anonymous,EN,Education,Fail,No,No,Yes,No,No,Yes
2026-02-18 16:08:32,2026-02-18 16:08:32,IP Address,,100,493,True,2026-02-18 16:08:32,R_F_0044,,,,,,,anonymous,EN,Education,Fail,No,No,No,No,No,Yes
2026-02-19 08:15:45,2026-02-19 08:15:45,IP Address,,100,576,True,2026-02-19 08:15:45,R_F_0045,,,,,,,anonymous,EN,Education,Fail,No,Yes,Yes,Yes,Yes,Yes
2026-02-20 09:22:58,2026-02-20 09:22:58,IP Address,,100,652,True,2026-02-20 09:22:58,R_F_0046,,,,,,,anonymous,EN,Education,Pass,No,No,No,No,Yes,No
2026-02-21 10:29:11,2026-02-21 10:29:11,IP Address,,100,331,True,2026-02-21 10:29:11,R_F_0047,,,,,,,anonymous,EN,Education,Pass,No,No,No,No,No,Yes
2026-02-22 11:36:24,2026-02-22 11:36:24,IP Address,,100,63,True,2026-02-22 11:36:24,R_F_0048,,,,,,,anonymous,EN,Psychology,Pass,No,No,No,No,No,Yes
2026-02-23 12:43:37,2026-02-23 12:43:37,IP Address,,100,214,True,2026-02-23 12:43:37,R_F_0049,,,,,,,anonymous,EN,Education,Pass,No,No,No,No,No,No
2026-02-24 13:50:50,2026-02-24 13:50:50,IP Address,,100,293,True,2026-02-24 13:50:50,R_F_0050,,,,,,,anonymous,EN,Psychology,Pass,No,No,No,No,No,No
2026-02-25 14:57:03,2026-02-25 14:57:03,IP Address,,100,269,True,2026-02-25 14:57:03,R_F_0051,,,,,,,anonymous,EN,Psychology,Pass,No,No,No,Yes,Yes,Yes
2026-02-26 15:04:16,2026-02-26 15:04:16,IP Address,,100,157,True,2026-02-26 15:04:16,R_F_0052,,,,,,,anonymous,EN,Education,Fail,No,No,No,Yes,No,Yes
2026-02-27 16:11:29,2026-02-27 16:11:29,IP Address,,100,172,True,2026-02-27 16:11:29,R_F_0053,,,,,,,anonymous,EN,Education,Fail,No,No,No,Yes,Yes,Yes
2026-02-01 08:18:42,2026-02-01 08:18:42,IP Address,,100,430,True,2026-02-01 08:18:42,R_F_0054,,,,,,,anonymous,EN,Education,Pass,No,No,No,Yes,Yes,Yes
2026-02-02 09:25:55,2026-02-02 09:25:55,IP Address,,100,454,True,2026-02-02 09:25:55,R_F_0055,,,,,,,anonymous,EN,Psychology,Pass,Yes,Yes,Yes,No,No,No
2026-02-03 10:32:08,2026-02-03 10:32:08,IP Address,,100,556,True,2026-02-03 10:32:08,R_F_0056,,,,,,,anonymous,EN,Psychology,Pass,No,No,No,No,No,Yes
2026-02-04 11:39:21,2026-02-04 11:39:21,IP Address,,100,204,True,2026-02-04 11:39:21,R_F_0057,,,,,,,anonymous,EN,Psychology,Pass,No,No,No,No,No,No
2026-02-05 12:46:34,2026-02-05 12:46:34,IP Address,,100,790,True,2026-02-05 12:46:34,R_F_0058,,,,,,,anonymous,EN,Psychology,Pass,No,No,Yes,No,Yes,Yes
2026-02-06 13:53:47,2026-02-06 13:53:47,IP Address,,100,162,True,2026-02-06 13:53:47,R_F_0059,,,,,,,anonymous,EN,Education,Fail,No,No,No,No,No,Yes
2026-02-07 14:00:00,2026-02-07 14:00:00,IP Address,,100,309,True,2026-02-07 14:00:00,R_F_0060,,,,,,,anonymous,EN,Business,Pass,No,Yes,Yes,No,No,No
2026-02-08 15:07:13,2026-02-08 15:07:13,IP Address,,100,265,True,2026-02-08 15:07:13,R_F_0061,,,,,,,anonymous,EN,Psychology,Pass,No,No,No,Yes,Yes,Yes
2026-02-09 16:14:26,2026-02-09 16:14:26,IP Address,,100,382,True,2026-02-09 16:14:26,R_F_0062,,,,,,,anonymous,EN,Education,Fail,No,No,No,Yes,No,No
2026-02-10 08:21:39,2026-02-10 08:21:39,IP Address,,100,328,True,2026-02-10 08:21:39,R_F_0063,,,,,,,anonymous,EN,Business,Pass,No,No,No,No,Yes,Yes
2026-02-11 09:28:52,2026-02-11 09:28:52,IP Address,,100,267,True,2026-02-11 09:28:52,R_F_0064,,,,,,,anonymous,EN,Psychology,Fail,No,No,No,No,No,No
2026-02-12 10:35:05,2026-02-12 10:35:05,IP Address,,100,60,True,2026-02-12 10:35:05,R_F_0065,,,,,,,anonymous,EN,Psychology,Pass,No,No,Yes,No,Yes,Yes
2026-02-13 11:42:18,2026-02-13 11:42:18,IP Address,,100,843,True,2026-02-13 11:42:18,R_F_0066,,,,,,,anonymous,EN,Education,Pass,No,No,No,Yes,No,Yes
2026-02-14 12:49:31,2026-02-14 12:49:31,IP Address,,100,631,True,2026-02-14 12:49:31,R_F_0067,,,,,,,anonymous,EN,Education,Pass,No,Yes,Yes,Yes,Yes,Yes
2026-02-15 13:56:44,2026-02-15 13:56:44,IP Address,,100,728,True,2026-02-15 13:56:44,R_F_0068,,,,,,,anonymous,EN,Business,Pass,No,Yes,Yes,No,Yes,Yes
2026-02-16 14:03:57,2026-02-16 14:03:57,IP Address,,100,288,True,2026-02-16 14:03:57,R_F_0069,,,,,,,anonymous,EN,Psychology,Pass,No,No,No,Yes,No,No
2026-02-17 15:10:10,2026-02-17 15:10:10,IP Address,,100,463,True,2026-02-17 15:10:10,R_F_0070,,,,,,,anonymous,EN,Education,Pass,No,Yes,Yes,No,No,Yes
2026-02-18 16:17:23,2026-02-18 16:17:23,IP Address,,100,205,True,2026-02-18 16:17:23,R_F_0071,,,,,,,anonymous,EN,Education,Fail,No,No,No,No,No,No
2026-02-19 08:24:36,2026-02-19 08:24:36,IP Address,,100,237,True,2026-02-19 08:24:36,R_F_0072,,,,,,,anonymous,EN,Psychology,Fail,No,No,No,No,Yes,No
2026-02-20 09:31:49,2026-02-20 09:31:49,IP Address,,100,529,True,2026-02-20 09:31:49,R_F_0073,,,,,,,anonymous,EN,Business,Pass,No,No,Yes,No,No,No
2026-02-21 10:38:02,2026-02-21 10:38:02,IP Address,,100,164,True,2026-02-21 10:38:02,R_F_0074,,,,,,,anonymous,EN,Education,Fail,No,Yes,Yes,Yes,Yes,Yes
2026-02-22 11:45:15,2026-02-22 11:45:15,IP Address,,100,398,True,2026-02-22 11:45:15,R_F_0075,,,,,,,anonymous,EN,Psychology,Pass,No,Yes,Yes,No,No,No
2026-02-23 12:52:28,2026-02-23 12:52:28,IP Address,,100,118,True,2026-02-23 12:52:28,R_F_0076,,,,,,,anonymous,EN,Psychology,Pass,No,Yes,Yes,No,No,No
2026-02-24 13:59:41,2026-02-24 13:59:41,IP Address,,100,668,True,2026-02-24 13:59:41,R_F_0077,,,,,,,anonymous,EN,Psychology,Pass,No,No,No,Yes,Yes,Yes
2026-02-25 14:06:54,2026-02-25 14:06:54,IP Address,,100,674,True,2026-02-25 14:06:54,R_F_0078,,,,,,,anonymous,EN,Business,Pass,No,No,No,Yes,Yes,Yes
2026-02-26 15:13:07,2026-02-26 15:13:07,IP Address,,100,456,True,2026-02-26 15:13:07,R_F_0079,,,,,,,anonymous,EN,Business,Fail,No,No,No,Yes,Yes,No
2026-02-27 16:20:20,2026-02-27 16:20:20,IP Address,,100,531,True,2026-02-27 16:20:20,R_F_0080,,,,,,,anonymous,EN,Education,Pass,No,No,Yes,No,Yes,Yes
2026-02-01 08:27:33,2026-02-01 08:27:33,IP Address,,100,393,True,2026-02-01 08:27:33,R_F_0081,,,,,,,anonymous,EN,Education,Pass,No,No,No,Yes,Yes,Yes
2026-02-02 09:34:46,2026-02-02 09:34:46,IP Address,,100,305,True,2026-02-02 09:34:46,R_F_0082,,,,,,,anonymous,EN,Psychology,Pass,No,Yes,Yes,Yes,Yes,Yes
2026-02-03 10:41:59,2026-02-03 10:41:59,IP Address,,100,670,True,2026-02-03 10:41:59,R_F_0083,,,,,,,anonymous,EN,Education,Fail,No,No,No,Yes,Yes,Yes
2026-02-04 11:48:12,2026-02-04 11:48:12,IP Address,,100,845,True,2026-02-04 11:48:12,R_F_0084,,,,,,,anonymous,EN,Education,Pass,No,Yes,Yes,Yes,Yes,Yes
2026-02-05 12:55:25,2026-02-05 12:55:25,IP Address,,100,498,True,2026-02-05 12:55:25,R_F_0085,,,,,,,anonymous,EN,Psychology,Fail,No,No,No,No,No,Yes
2026-02-06 13:02:38,2026-02-06 13:02:38,IP Address,,100,531,True,2026-02-06 13:02:38,R_F_0086,,,,,,,anonymous,EN,Education,Pass,No,No,No,No,Yes,Yes
2026-02-07 14:09:51,2026-02-07 14:09:51,IP Address,,100,199,True,2026-02-07 14:09:51,R_F_0087,,,,,,,anonymous,EN,Business,Pass,No,No,No,Yes,Yes,Yes
2026-02-08 15:16:04,2026-02-08 15:16:04,IP Address,,100,478,True,2026-02-08 15:16:04,R_F_0088,,,,,,,anonymous,EN,Education,Fail,No,No,Yes,No,Yes,Yes
2026-02-09 16:23:17,2026-02-09 16:23:17,IP Address,,100,527,True,2026-02-09 16:23:17,R_F_0089,,,,,,,anonymous,EN,Education,Pass,No,No,No,Yes,Yes,Yes
2026-02-10 08:30:30,2026-02-10 08:30:30,IP Address,,100,215,True,2026-02-10 08:30:30,R_F_0090,,,,,,,anonymous,EN,Psychology,Pass,No,Yes,Yes,Yes,Yes,Yes
2026-02-11 09:37:43,2026-02-11 09:37:43,IP Address,,100,421,True,2026-02-11 09:37:43,R_F_0091,,,,,,,anonymous,EN,Education,Pass,No,No,No,No,No,Yes
2026-02-12 10:44:56,2026-02-12 10:44:56,IP Address,,100,431,True,2026-02-12 10:44:56,R_F_0092,,,,,,,anonymous,EN,Psychology,Pass,No,No,No,No,No,No
2026-02-13 11:51:09,2026-02-13 11:51:09,IP Address,,100,163,True,2026-02-13 11:51:09,R_F_0093,,,,,,,anonymous,EN,Psychology,Fail,No,Yes,Yes,No,No,No
2026-02-14 12:58:22,2026-02-14 12:58:22,IP Address,,100,194,True,2026-02-14 12:58:22,R_F_0094,,,,,,,anonymous,EN,Education,Fail,No,Yes,Yes,No,No,Yes
2026-02-15 13:05:35,2026-02-15 13:05:35,IP Address,,100,749,True,2026-02-15 13:05:35,R_F_0095,,,,,,,anonymous,EN,Business,Pass,No,No,Yes,Yes,Yes,Yes
2026-02-16 14:12:48,2026-02-16 14:12:48,IP Address,,100,394,True,2026-02-16 14:12:48,R_F_0096,,,,,,,anonymous,EN,Education,Pass,No,No,No,Yes,Yes,Yes
2026-02-17 15:19:01,2026-02-17 15:19:01,IP Address,,100,806,True,2026-02-17 15:19:01,R_F_0097,,,,,,,anonymous,EN,Education,Pass,No,No,No,Yes,Yes,Yes
2026-02-18 16:26:14,2026-02-18 16:26:14,IP Address,,100,836,True,2026-02-18 16:26:14,R_F_0098,,,,,,,anonymous,EN,Business,Pass,No,No,No,Yes,Yes,Yes
2026-02-19 08:33:27,2026-02-19 08:33:27,IP Address,,100,580,True,2026-02-19 08:33:27,R_F_0099,,,,,,,anonymous,EN,Psychology,Pass,No,No,No,Yes,Yes,Yes
2026-02-20 09:40:40,2026-02-20 09:40:40,IP Address,,100,301,True,2026-02-20 09:40:40,R_F_0100,,,,,,,anonymous,EN,Business,Pass,No,No,No,No,No,No
2026-02-21 10:47:53,2026-02-21 10:47:53,IP Address,,100,580,True,2026-02-21 10:47:53,R_F_0101,,,,,,,anonymous,EN,Business,Pass,No,No,No,No,No,No
2026-02-22 11:54:06,2026-02-22 11:54:06,IP Address,,100,625,True,2026-02-22 11:54:06,R_F_0102,,,,,,,anonymous,EN,Psychology,Pass,No,Yes,Yes,No,No,No
2026-02-23 12:01:19,2026-02-23 12:01:19,IP Address,,100,639,True,2026-02-23 12:01:19,R_F_0103,,,,,,,anonymous,EN,Education,Pass,No,Yes,Yes,No,No,No
2026-02-24 13:08:32,2026-02-24 13:08:32,IP Address,,100,608,True,2026-02-24 13:08:32,R_F_0104,,,,,,,anonymous,EN,Psychology,Pass,No,No,No,Yes,Yes,Yes
2026-02-25 14:15:45,2026-02-25 14:15:45,IP Address,,100,567,True,2026-02-25 14:15:45,R_F_0105,,,,,,,anonymous,EN,Business,Pass,No,Yes,No,No,Yes,Yes
2026-02-26 15:22:58,2026-02-26 15:22:58,IP Address,,100,667,True,2026-02-26 15:22:58,R_F_0106,,,,,,,anonymous,EN,Business,Pass,No,No,Yes,Yes,Yes,Yes
2026-02-27 16:29:11,2026-02-27 16:29:11,IP Address,,100,113,True,2026-02-27 16:29:11,R_F_0107,,,,,,,anonymous,EN,Psychology,Fail,No,Yes,Yes,No,No,No
2026-02-01 08:36:24,2026-02-01 08:36:24,IP Address,,100,565,True,2026-02-01 08:36:24,R_F_0108,,,,,,,anonymous,EN,Psychology,Pass,No,No,Yes,No,No,Yes
2026-02-02 09:43:37,2026-02-02 09:43:37,IP Address,,100,120,True,2026-02-02 09:43:37,R_F_0109,,,,,,,anonymous,EN,Education,Fail,No,No,Yes,No,Yes,Yes
2026-02-03 10:50:50,2026-02-03 10:50:50,IP Address,,100,559,True,2026-02-03 10:50:50,R_F_0110,,,,,,,anonymous,EN,Education,Pass,No,No,Yes,No,Yes,Yes
2026-02-04 11:57:03,2026-02-04 11:57:03,IP Address,,100,323,True,2026-02-04 11:57:03,R_F_0111,,,,,,,anonymous,EN,Psychology,Pass,No,Yes,Yes,No,Yes,Yes
2026-02-05 12:04:16,2026-02-05 12:04:16,IP Address,,100,405,True,2026-02-05 12:04:16,R_F_0112,,,,,,,anonymous,EN,Business,Pass,No,No,No,Yes,Yes,Yes
2026-02-06 13:11:29,2026-02-06 13:11:29,IP Address,,100,89,True,2026-02-06 13:11:29,R_F_0113,,,,,,,anonymous,EN,Psychology,Pass,No,Yes,Yes,Yes,Yes,Yes
2026-02-07 14:18:42,2026-02-07 14:18:42,IP Address,,100,187,True,2026-02-07 14:18:42,R_F_0114,,,,,,,anonymous,EN,Business,Pass,No,No,No,No,No,Yes
2026-02-08 15:25:55,2026-02-08 15:25:55,IP Address,,100,248,True,2026-02-08 15:25:55,R_F_0115,,,,,,,anonymous,EN,Psychology,Pass,No,No,Yes,No,No,No
2026-02-09 16:32:08,2026-02-09 16:32:08,IP Address,,100,777,True,2026-02-09 16:32:08,R_F_0116,,,,,,,anonymous,EN,Education,Fail,No,No,No,No,No,No
2026-02-10 08:39:21,2026-02-10 08:39:21,IP Address,,100,462,True,2026-02-10 08:39:21,R_F_0117,,,,,,,anonymous,EN,Education,Pass,No,No,No,Yes,Yes,Yes
2026-02-11 09:46:34,2026-02-11 09:46:34,IP Address,,100,723,True,2026-02-11 09:46:34,R_F_0118,,,,,,,anonymous,EN,Education,Pass,No,No,No,No,No,No
2026-02-12 10:53:47,2026-02-12 10:53:47,IP Address,,100,825,True,2026-02-12 10:53:47,R_F_0119,,,,,,,anonymous,EN,Education,Pass,No,No,No,No,No,No
2026-02-13 11:00:00,2026-02-13 11:00:00,IP Address,,100,715,True,2026-02-13 11:00:00,R_F_0120,,,,,,,anonymous,EN,Business,Pass,No,No,No,No,No,No
2026-02-14 12:07:13,2026-02-14 12:07:13,IP Address,,100,389,True,2026-02-14 12:07:13,R_F_0121,,,,,,,anonymous,EN,Education,Pass,No,No,Yes,Yes,Yes,Yes
2026-02-15 13:14:26,2026-02-15 13:14:26,IP Address,,100,600,True,2026-02-15 13:14:26,R_F_0122,,,,,,,anonymous,EN,Psychology,Pass,No,Yes,Yes,Yes,Yes,Yes
2026-02-16 14:21:39,2026-02-16 14:21:39,IP Address,,100,515,True,2026-02-16 14:21:39,R_F_0123,,,,,,,anonymous,EN,Psychology,Pass,No,No,No,No,No,Yes
2026-02-17 15:28:52,2026-02-17 15:28:52,IP Address,,100,414,True,2026-02-17 15:28:52,R_F_0124,,,,,,,anonymous,EN,Education,Pass,No,Yes,Yes,Yes,Yes,Yes
2026-02-18 16:35:05,2026-02-18 16:35:05,IP Address,,100,382,True,2026-02-18 16:35:05,R_F_0125,,,,,,,anonymous,EN,Psychology,Pass,No,No,Yes,No,No,No
2026-02-19 08:42:18,2026-02-19 08:42:18,IP Address,,100,769,True,2026-02-19 08:42:18,R_F_0126,,,,,,,anonymous,EN,Business,Pass,No,No,Yes,No,No,No
2026-02-20 09:49:31,2026-02-20 09:49:31,IP Address,,100,309,True,2026-02-20 09:49:31,R_F_0127,,,,,,,anonymous,EN,Business,Pass,No,No,Yes,No,No,No
2026-02-21 10:56:44,2026-02-21 10:56:44,IP Address,,100,410,True,2026-02-21 10:56:44,R_F_0128,,,,,,,anonymous,EN,Business,Fail,No,No,Yes,No,No,No
2026-02-22 11:03:57,2026-02-22 11:03:57,IP Address,,100,811,True,2026-02-22 11:03:57,R_F_0129,,,,,,,anonymous,EN,Psychology,Fail,No,Yes,Yes,No,Yes,Yes
2026-02-23 12:10:10,2026-02-23 12:10:10,IP Address,,100,323,True,2026-02-23 12:10:10,R_F_0130,,,,,,,anonymous,EN,Education,Fail,No,No,No,Yes,Yes,Yes
2026-02-24 13:17:23,2026-02-24 13:17:23,IP Address,,100,766,True,2026-02-24 13:17:23,R_F_0131,,,,,,,anonymous,EN,Business,Pass,No,No,No,Yes,No,Yes
2026-02-25 14:24:36,2026-02-25 14:24:36,IP Address,,100,819,True,2026-02-25 14:24:36,R_F_0132,,,,,,,anonymous,EN,Education,Fail,No,No,No,No,Yes,Yes
2026-02-26 15:31:49,2026-02-26 15:31:49,IP Address,,100,817,True,2026-02-26 15:31:49,R_F_0133,,,,,,,anonymous,EN,Psychology,Pass,No,No,Yes,Yes,Yes,Yes
2026-02-27 16:38:02,2026-02-27 16:38:02,IP Address,,100,94,True,2026-02-27 16:38:02,R_F_0134,,,,,,,anonymous,EN,Business,Pass,No,No,No,Yes,Yes,Yes
